Epoch	AverageEpRet	StdEpRet	MaxEpRet	MinEpRet	EpLen	AverageVVals	StdVVals	MaxVVals	MinVVals	TotalEnvInteracts	LossPi	LossV	DeltaLossPi	DeltaLossV	Entropy	KL	ClipFrac	StopIter	Time
17	-281.95337	329.27783	-26.17419	-886.4	22.222221	-37.092007	1.4310756	-30.499624	-37.404385	10800	1.7484028e-08	18696.66	-0.03547539	-91.4707	2.0318305	0.007143286	0.245	79.0	11.32438850402832
18	-309.04617	358.23032	-26.224474	-886.4	19.862068	-37.558716	1.4776196	-31.251019	-37.915268	11400	1.1920929e-08	14088.85	-0.030309033	-58.61328	1.938042	-0.0040275413	0.165	79.0	12.016010522842407
19	-224.63907	295.5743	-39.97221	-886.4	23.12	-38.019382	1.2962168	-31.929575	-38.29748	12000	2.5431316e-08	14293.052	-0.028347915	-61.308594	1.8921287	0.0070801694	0.14166667	79.0	12.717105627059937
20	-247.07726	335.3406	-20.589542	-886.4	21.392857	-38.42921	1.3307883	-32.524345	-38.7308	12600	1.2715658e-08	9771.083	-0.026785769	-30.874023	1.95965	0.0065884865	0.19166666	79.0	13.458131313323975
21	-70.83913	42.386818	-27.845762	-198.72038	26.40909	-38.808098	1.1503052	-33.046795	-39.039204	13200	2.8411547e-08	2690.164	-0.029305229	-14.287109	1.8887675	0.019510651	0.23166667	10.0	13.996463298797607
22	-131.51688	172.72772	-22.991827	-886.4	26.363636	-39.04143	1.1450527	-33.306316	-39.270943	13800	-3.33786e-08	7397.263	-0.014851591	-48.5708	2.0365596	0.015969912	0.10166667	16.0	14.662947654724121
23	-152.81699	223.40161	-35.989258	-886.4	25.0	-39.450066	1.1625196	-33.755054	-39.688576	14400	4.7683717e-08	5710.2144	-0.025891155	-40.45703	2.0137599	0.0062058545	0.17333333	79.0	15.304799556732178
24	-202.2151	292.62106	-36.961018	-886.4	22.846153	-39.824207	1.2141936	-34.2309	-40.089306	15000	2.7020773e-08	6907.385	-0.02406525	-33.58789	1.9507222	0.009744714	0.18166667	79.0	16.030498266220093
25	-114.13379	163.49403	-33.1036	-886.4	25.0	-40.22179	1.1175691	-34.747044	-40.451252	15600	1.5894573e-08	3641.695	-0.013189616	-30.10669	1.6960363	0.019276978	0.115	13.0	16.563245058059692
26	-288.5744	361.61456	-30.770567	-886.4	19.7	-40.519314	1.2497505	-35.165165	-40.812057	16200	-2.8610229e-08	11687.767	-0.030742325	-37.66797	1.9064412	-0.004260143	0.20166667	79.0	17.206909656524658
27	-100.76809	169.92484	-23.61967	-886.4	25.347826	-40.963043	1.0490416	-35.823944	-41.178238	16800	-3.1789146e-08	2589.622	-0.021489073	-12.573242	1.7197099	0.0032952854	0.11333334	79.0	17.85418725013733
28	-140.6538	223.40305	-23.87694	-886.4	24.041666	-41.20655	1.0553892	-36.1452	-41.427605	17400	2.3841857e-09	5259.619	-0.024205338	-23.776367	1.8062358	0.011789632	0.14666666	79.0	18.489171028137207
29	-83.776306	36.88308	-32.212883	-159.82803	26.0	-41.55099	1.0202724	-36.553898	-41.760906	18000	-2.9404958e-08	3147.4568	-0.035850283	-35.86255	1.8460846	0.015586691	0.17666666	77.0	19.101650953292847
30	-204.56508	293.00858	-28.171001	-886.4	22.5	-41.954464	1.0774188	-36.99108	-42.1889	18600	-1.9868216e-08	7764.97	-0.028362216	-41.22705	1.876853	0.010490014	0.20833333	79.0	19.96640706062317
31	-147.00676	219.5582	-36.926548	-886.4	24.0	-42.43605	1.008835	-37.59791	-42.647118	19200	-2.3841858e-08	4718.8193	-0.021175927	-41.5708	1.8480316	0.012016858	0.123333335	79.0	20.60551643371582
32	-129.49658	229.74745	-19.982836	-886.4	24.083334	-42.919674	0.9903971	-38.169987	-43.127045	19800	3.1789145e-09	3460.9084	-0.02221983	-11.059814	1.8492259	0.011065603	0.21666667	79.0	21.207258939743042
33	-146.04866	224.97563	-26.411072	-886.4	24.208334	-43.185455	0.9731817	-38.51832	-43.389267	20400	7.947286e-10	4451.0215	-0.021209264	-32.68164	1.7755449	0.013410645	0.115	79.0	21.86544179916382
34	-97.31608	169.93369	-20.450832	-886.4	25.086956	-43.628742	0.9378626	-39.03431	-43.821274	21000	1.5894573e-08	2068.6062	-0.021587858	-9.641113	1.7659005	0.009340489	0.135	79.0	22.649080276489258
35	-117.6074	167.15346	-30.14052	-886.4	25.47826	-43.89058	0.9281262	-39.343765	-44.080715	21600	1.9073486e-08	3823.7576	-0.022425815	-40.04419	1.8134371	0.0073291995	0.14666666	79.0	23.350450038909912
36	-95.17448	166.3337	-24.259071	-886.4	25.0	-44.39384	0.9200379	-39.88665	-44.58233	22200	-1.7484028e-08	1930.4965	-0.019010914	-9.99585	1.7374593	0.010169582	0.17833333	79.0	24.04543972015381
37	-73.5489	29.670057	-25.197912	-178.18333	26.545454	-44.68222	0.89235693	-40.21277	-44.861183	22800	7.6293944e-08	1727.5405	-0.024128996	-22.358643	1.761248	0.015530341	0.29833335	23.0	24.616085529327393
38	-65.68149	21.68177	-22.246223	-110.560036	26.227272	-45.07863	0.8914259	-40.61384	-45.257378	23400	7.7486035e-09	863.9658	-0.035521895	-12.303101	1.7270525	0.016107071	0.23166667	32.0	25.137451171875
39	-100.57618	168.59644	-40.53343	-886.4	25.086956	-45.385006	0.90943176	-40.92975	-45.57119	24000	-1.5894573e-08	1904.7341	-0.018253028	-12.632446	1.830489	-0.0016216954	0.12166667	79.0	25.728878498077393
40	-105.068245	169.08282	-31.46022	-886.4	25.347826	-45.699814	0.9000695	-41.290497	-45.884407	24600	-1.9073486e-08	2662.0208	-0.018854463	-20.021973	1.8523326	0.016141593	0.25166667	27.0	26.458594799041748
41	-76.61478	31.41077	-41.106068	-164.19167	26.227272	-46.108994	0.87184936	-41.74225	-46.283802	25200	1.9669534e-08	1824.1421	-0.02855222	-28.614136	1.8014746	0.015023072	0.115	76.0	27.035009622573853
42	-73.175705	33.74399	-38.839275	-163.34912	26.272728	-46.60213	0.8705537	-42.24187	-46.776714	25800	4.1325887e-08	1807.8284	-0.02945617	-23.930298	1.823721	0.01971427	0.215	12.0	27.569919109344482
43	-78.21527	33.504223	-20.068256	-149.55173	25.913044	-47.06183	0.88819575	-42.710663	-47.24393	26400	-7.698933e-08	2055.305	-0.016170206	-33.825806	1.7567495	0.017062051	0.19833334	17.0	28.123092651367188
44	-66.30311	34.007664	-21.322681	-148.32472	26.545454	-47.627415	0.8696497	-43.271667	-47.801674	27000	1.9868216e-09	1497.4227	-0.030159187	-13.876221	1.8082906	0.0040070536	0.13166666	79.0	28.76068639755249
45	-72.79464	31.434256	-24.381306	-136.05872	26.043478	-48.000626	0.8868221	-43.656155	-48.18228	27600	2.582868e-08	1563.8586	-0.020928133	-22.457397	1.795893	0.018511744	0.12833333	11.0	29.301432847976685
46	-72.140434	33.759155	-30.540213	-141.73984	26.681818	-48.47931	0.8677977	-44.132816	-48.653053	28200	-2.6226044e-08	1684.8821	-0.014439723	-22.338379	1.872638	0.01597795	0.14666666	17.0	29.827707529067993
47	-73.87508	43.002693	-25.414785	-182.85583	27.0	-48.96554	0.86688936	-44.623642	-49.139412	28800	-1.768271e-08	2529.6104	-0.017964644	-27.74414	1.9290763	0.01617057	0.19	14.0	30.357680320739746
48	-91.83708	165.00604	-30.15847	-859.0209	25.565218	-49.50688	0.88428646	-45.17541	-49.688423	29400	-3.576279e-08	3831.3416	-0.019968126	-7.4348145	1.9743791	-0.0018615135	0.12666667	79.0	30.993422985076904
49	-56.66598	19.891134	-29.15297	-107.30939	26.636364	-49.80617	0.854129	-45.528122	-49.977097	30000	3.973643e-10	441.24307	-0.026179	-2.3418274	1.880966	0.015767312	0.14333333	28.0	31.557809352874756
50	-73.05032	22.062515	-36.27981	-127.51431	26.727272	-49.978703	0.8513375	-45.714653	-50.149128	30600	5.3246815e-08	998.77374	-0.033014968	-23.182495	1.9602255	0.0087195095	0.16666667	79.0	32.37137007713318
51	-67.72089	32.664967	-22.743858	-170.99057	26.227272	-50.49364	0.8502664	-46.234955	-50.663845	31200	3.5564106e-08	1369.381	-0.027556626	-14.73291	1.8355731	-0.003480136	0.13666667	79.0	32.981059312820435
52	-53.329735	21.28055	-29.191465	-112.25396	26.545454	-50.93754	0.8488764	-46.685833	-51.10751	31800	-1.1523564e-08	453.3005	-0.037272908	-0.4774475	1.8070345	0.014150457	0.23166667	79.0	33.625548124313354
53	-92.88427	170.63385	-22.290047	-886.4	25.217392	-51.033367	0.86458683	-46.797817	-51.210392	32400	4.7683715e-09	1696.1115	-0.01840619	-2.4707031	1.8362329	0.011007883	0.14166667	79.0	34.3332142829895
54	-67.89371	32.50897	-20.313948	-139.97507	27.045454	-51.21028	0.8313855	-47.046207	-51.37698	33000	-4.818042e-08	1349.075	-0.020754337	-15.310791	1.9415523	0.016490446	0.23666666	11.0	34.91124701499939
55	-45.76648	17.633352	-23.061136	-94.03415	26.318182	-51.666336	0.82850194	-47.51664	-51.832054	33600	-1.0331472e-08	337.99146	-0.027139954	-1.0379333	1.8279263	0.0103348335	0.215	79.0	35.61719822883606
56	-63.250523	25.67416	-20.82976	-118.332726	26.5	-51.57241	0.82655376	-47.432514	-51.737953	34200	-8.543332e-09	784.53314	-0.028654674	-6.611206	1.856565	0.01230921	0.14333333	79.0	36.261884450912476
57	-60.80841	29.23233	-20.552214	-152.70831	26.181818	-51.86775	0.824825	-47.73648	-52.032776	34800	1.291434e-08	869.682	-0.018998351	-4.4660645	1.7913655	0.017186241	0.17166667	12.0	36.8032865524292
58	-97.4866	171.61182	-19.040792	-886.4	25.26087	-52.13651	0.8397088	-48.022816	-52.30828	35400	4.7683715e-09	2404.6309	-0.02285593	-7.078125	1.856728	0.0013174772	0.13333334	79.0	37.47127890586853
59	-62.816727	26.01488	-22.71546	-127.25256	26.5	-52.480255	0.8048078	-48.44924	-52.64127	36000	4.718701e-08	789.26373	-0.023458323	-7.2852173	1.86946	0.007781822	0.12	79.0	38.05776262283325
60	-106.949356	168.13998	-37.75585	-886.4	25.26087	-52.832405	0.81762457	-48.826923	-52.999752	36600	2.0662943e-08	2194.527	-0.020203598	-26.500488	1.8046501	0.009242007	0.18666667	79.0	38.944952964782715
61	-66.82184	21.394499	-45.184887	-127.2586	26.043478	-53.509747	0.79946256	-49.593212	-53.673206	37200	-2.880891e-08	620.8828	-0.018072449	-13.109924	1.8113363	0.017277788	0.16666667	9.0	39.53674793243408
62	-57.95907	13.347814	-39.50047	-94.05094	26.636364	-54.031483	0.7792968	-50.12824	-54.187256	37800	5.9604643e-10	193.47966	-0.02319095	-1.4780121	1.8527356	0.0160475	0.20166667	46.0	40.1802864074707
63	-95.71977	169.91327	-24.177336	-886.4	25.173914	-54.2161	0.79333174	-50.329613	-54.37837	38400	-3.8146972e-08	1644.7777	-0.017425684	-3.642334	1.8241773	0.00036850234	0.13	79.0	40.88323211669922
64	-68.336006	28.56403	-28.217737	-133.48874	27.0	-54.47999	0.75793046	-50.683792	-54.63181	39000	-7.3512396e-08	1024.2872	-0.03022762	-15.772461	1.8827466	0.013246039	0.16833334	79.0	41.57869338989258
65	-58.413326	21.373068	-31.684471	-98.88199	26.363636	-55.046387	0.75452656	-51.267204	-55.197258	39600	-3.973643e-10	451.8149	-0.028426977	-1.1727295	1.7695752	0.015953828	0.17666666	30.0	42.189809799194336
66	-96.713425	169.78203	-36.71387	-886.4	25.47826	-55.22996	0.76798517	-51.467636	-55.38707	40200	7.947286e-09	1703.4039	-0.016301118	-4.6451416	1.8565682	0.013671096	0.185	79.0	42.87417531013489
67	-69.655136	28.872276	-26.20463	-150.74208	26.0	-55.538593	0.7475629	-51.876305	-55.69138	40800	-2.9802323e-09	1005.98114	-0.017892558	-16.365295	1.7968732	0.01670614	0.12833333	16.0	43.4697802066803
68	-64.527534	30.338274	-31.211126	-158.4078	26.863636	-56.158634	0.72817177	-52.511482	-56.30439	41400	1.3311704e-08	1012.3284	-0.018960986	-7.648926	1.9178131	0.015519822	0.16333333	17.0	43.97993540763855
69	-56.02571	22.126417	-19.043573	-102.65661	26.636364	-56.6111	0.7265414	-52.97211	-56.756554	42000	0.0	476.03656	-0.035142303	0.008911133	1.9356797	0.013133893	0.23333333	79.0	44.5072226524353
70	-56.858364	29.839737	-19.675468	-133.76056	26.681818	-56.61867	0.7241486	-52.991653	-56.763573	42600	-1.6490619e-08	895.6428	-0.021516899	-0.028259277	1.9733708	0.015238024	0.29666665	19.0	45.26939034461975
71	-73.20484	26.488333	-35.488544	-126.94943	26.09091	-56.641014	0.7219532	-53.025024	-56.78562	43200	-2.682209e-08	914.0752	-0.039142355	-22.963135	1.7946965	0.013003303	0.205	79.0	45.8878116607666
72	-68.648506	28.09785	-19.619318	-114.23387	26.454546	-57.40564	0.71973705	-53.80072	-57.54974	43800	-1.9073486e-08	893.95795	-0.02654628	-14.015259	1.8735893	0.009407045	0.17	79.0	46.518385887145996
73	-60.508286	26.807	-20.371283	-128.08896	26.454546	-58.061874	0.71763796	-54.467476	-58.205482	44400	-1.41064325e-08	722.8524	-0.019490916	-1.0592651	1.9277364	0.016030401	0.115	22.0	47.06940317153931
74	-55.100826	22.574924	-21.109055	-102.552864	26.772728	-58.269928	0.7153054	-54.687218	-58.41312	45000	-4.251798e-08	507.52286	-0.03149624	-1.021698	1.9502152	0.015075483	0.305	54.0	47.66168713569641
75	-68.06293	22.91576	-31.736017	-120.49013	26.545454	-58.107983	0.71246004	-54.539505	-58.25054	45600	-1.5497207e-08	619.0149	-0.03591873	-10.612488	1.9668599	0.008252806	0.29	79.0	48.291743755340576
76	-55.13496	14.248342	-29.494986	-80.66815	26.454546	-58.657585	0.71016884	-55.100582	-58.799683	46200	6.2584875e-09	209.92096	-0.024009163	-0.8162689	1.8990055	0.015221915	0.115	38.0	48.86919164657593
77	-57.52078	22.634916	-32.99256	-118.472984	26.636364	-58.530727	0.7073545	-54.987827	-58.672283	46800	-1.5894572e-09	499.74896	-0.0341314	-0.20730591	1.9168776	0.011031268	0.20166667	79.0	49.56080460548401
78	-51.995495	21.784412	-23.279394	-107.05757	26.5	-58.43681	0.7042392	-54.909527	-58.57785	47400	-2.9404958e-08	505.17395	-0.029463751	-5.0751038	1.9054635	0.0128392065	0.16333333	79.0	50.27341294288635
79	-62.742477	24.546213	-24.767511	-121.612656	27.045454	-58.021317	0.70087194	-54.51089	-58.16167	48000	-3.5762786e-09	628.9847	-0.0227908	-2.725891	1.970828	0.017555503	0.17	10.0	50.94632935523987
80	-47.709877	11.631289	-23.178679	-75.54072	26.636364	-58.304844	0.6982715	-54.807446	-58.44462	48600	7.2320304e-08	242.52026	-0.029422753	-13.739639	1.8667108	0.01150389	0.19833334	79.0	52.037928342819214
81	-94.608894	170.03722	-23.326944	-886.4	25.347826	-57.615482	0.70881426	-54.14303	-57.760475	49200	2.8610229e-08	1576.7528	-0.020194685	-0.90966797	1.8335319	0.013249244	0.19166666	79.0	52.756529092788696
82	-49.672318	21.446493	-21.140615	-112.22256	26.636364	-57.712734	0.6636037	-54.38899	-57.84568	49800	3.5762786e-09	508.06796	-0.026659887	-9.145142	1.8740203	0.016844787	0.15333334	13.0	53.39437484741211
83	-56.601036	26.25712	-22.303318	-140.78334	26.954546	-57.12726	0.65618515	-53.84067	-57.258823	50400	-1.2715658e-08	697.2073	-0.026064042	-0.021240234	1.9162601	0.001670107	0.175	79.0	54.131701707839966
84	-42.30856	14.434471	-19.384977	-74.95834	26.545454	-57.044956	0.65335006	-53.77256	-57.17588	51000	5.8412553e-08	416.5477	-0.029983979	-32.340424	1.8694533	0.008275523	0.15333334	79.0	54.8592631816864
85	-47.819626	18.007174	-22.708355	-84.03309	26.727272	-55.880295	0.64828706	-52.633266	-56.010258	51600	5.5631e-09	382.8901	-0.029490517	-11.940735	1.8679677	0.017326301	0.38166666	20.0	55.61114954948425
86	-51.269165	22.229492	-20.339027	-105.963646	26.818182	-55.08752	0.6436523	-51.86369	-55.216408	52200	4.3710074e-08	505.1849	-0.02735454	-2.5179138	1.8804629	0.016364787	0.21166667	17.0	56.41542983055115
87	-47.235752	21.574501	-26.531517	-114.08055	26.681818	-54.70953	0.63986987	-51.504658	-54.83782	52800	-2.78155e-09	518.5531	-0.030639132	-9.595184	1.7369194	0.012178197	0.17166667	79.0	57.26523995399475
88	-52.833546	24.892477	-22.417524	-118.58809	27.136364	-54.02118	0.63513243	-50.84003	-54.148487	53400	1.7881394e-08	637.41315	-0.023518596	-0.18060303	1.8258684	0.016444396	0.26666668	24.0	58.000373125076294
89	-41.913647	14.928464	-23.152145	-82.533165	27.0	-53.881237	0.63188857	-50.716362	-54.008053	54000	5.4836274e-08	365.4013	-0.027053697	-25.055145	1.7193241	0.017379431	0.26	17.0	58.73290824890137
90	-45.850243	20.571785	-24.821909	-94.775314	27.0	-52.753517	0.6258049	-49.619087	-52.878994	54600	-2.3444494e-08	468.41385	-0.020645415	-10.08905	1.8541485	0.017059928	0.29666665	15.0	59.87798571586609
91	-49.22334	18.62109	-24.85903	-107.711006	26.59091	-51.958267	0.6202565	-48.851627	-52.082687	55200	9.934108e-09	339.75186	-0.023034453	-2.0687866	1.6975014	0.015621874	0.30666667	19.0	60.58443808555603
92	-41.7921	11.247122	-24.51257	-64.93548	26.863636	-51.58235	0.6154667	-48.499744	-51.70594	55800	1.8676122e-08	219.70674	-0.010774151	-19.353088	1.7381419	0.016889296	0.095	9.0	61.2759108543396
93	-55.26688	26.859436	-24.940031	-130.53596	27.09091	-50.521606	0.6086573	-47.473057	-50.64358	56400	4.708767e-08	775.9531	-0.014670898	-4.8374634	1.7403915	0.018485703	0.13	8.0	62.010899782180786
94	-42.883457	13.689925	-22.364511	-79.532745	26.5	-50.995872	0.6072893	-47.95419	-51.117657	57000	-2.7815501e-08	250.02274	-0.040321846	-12.313965	1.7323871	0.013938083	0.24	79.0	62.788487672805786
95	-41.0099	15.225687	-18.679333	-72.10888	26.772728	-50.16763	0.6011824	-47.156536	-50.28823	57600	2.78155e-09	312.2343	-0.021500755	-19.44989	1.6830615	0.015502138	0.14	29.0	63.508910179138184
96	-42.537567	18.220589	-22.116043	-88.79437	27.181818	-49.01135	0.5935417	-46.038525	-49.1304	58200	3.0001004e-08	377.0731	-0.033067133	-10.145233	1.6959873	0.009727153	0.23	79.0	64.29173707962036
97	-55.054382	18.79707	-25.632608	-83.937584	26.727272	-48.138508	0.586766	-45.199608	-48.256126	58800	-3.2981237e-08	395.8	-0.023355572	-10.124054	1.6199477	0.015659878	0.15	28.0	65.08994913101196
98	-35.458176	12.065454	-21.287079	-65.67113	27.0	-48.920456	0.586103	-45.984875	-49.037926	59400	1.0152658e-07	324.1349	-0.019987606	-40.250885	1.6309814	0.015280331	0.12166667	46.0	66.3001229763031
99	-43.673496	14.094474	-24.383423	-75.31731	26.545454	-47.305866	0.5761746	-44.42002	-47.421337	60000	-2.6822091e-09	207.40628	-0.029232698	-4.4102936	1.6150278	0.014121326	0.20833333	79.0	67.40875458717346
100	-35.428646	8.093366	-22.287336	-48.814964	26.727272	-46.640163	0.56963533	-43.78706	-46.754204	60600	-6.874402e-08	187.23628	-0.028676197	-31.491516	1.5832344	0.012969665	0.22666667	79.0	69.28228998184204
101	-38.692043	10.612719	-19.525045	-67.7429	26.636364	-45.09659	0.5592239	-42.295624	-45.20849	61200	3.6557516e-08	151.62213	-0.021519572	-12.079636	1.5726552	0.015407326	0.16166666	15.0	70.28544807434082
102	-35.990795	8.938304	-21.924217	-57.712246	26.727272	-44.0542	0.55058527	-41.296513	-44.16454	61800	-1.4702479e-08	143.19951	-0.019246925	-18.082687	1.4811301	0.016224032	0.135	29.0	71.14953303337097
103	-39.44157	15.113018	-20.689827	-80.62566	26.90909	-42.817684	0.5407289	-40.109383	-42.926067	62400	-3.3676624e-08	239.99734	-0.020934135	-3.5268707	1.5819422	0.015904246	0.13666667	23.0	71.9525215625763
104	-31.101416	8.15076	-18.737043	-51.06838	26.90909	-42.21675	0.5340182	-39.542053	-42.323826	63000	-1.2516975e-08	188.33823	-0.017839532	-35.076202	1.4567631	0.016545063	0.19666667	18.0	72.60350322723389
105	-37.377834	10.806011	-27.531166	-73.57568	26.863636	-40.484364	0.5207304	-37.876217	-40.588722	63600	2.1060307e-08	122.88458	-0.01747575	-3.7717972	1.5769559	0.016788313	0.155	12.0	73.24031472206116
106	-35.460434	10.94297	-19.111153	-62.830677	27.0	-39.815407	0.51315635	-37.245205	-39.918335	64200	4.9273172e-08	137.99403	-0.021791594	-5.84227	1.5164495	0.00416021	0.115	79.0	74.12527084350586
107	-31.967468	8.87452	-19.644537	-54.887554	26.90909	-39.068436	0.5050861	-36.53865	-39.169716	64800	-3.8544336e-08	128.45724	-0.022049049	-15.894707	1.5568566	0.01648202	0.175	20.0	75.07297229766846
108	-36.314102	10.249446	-24.419165	-62.874474	26.636364	-37.82092	0.4936337	-35.3485	-37.91986	65400	9.139379e-09	104.3553	-0.022430694	-1.0319061	1.4897168	0.015630055	0.19666667	16.0	75.80240416526794
109	-34.47949	10.35345	-22.876286	-59.244984	26.772728	-37.43732	0.48765168	-34.994854	-37.535084	66000	-4.371007e-09	113.56242	-0.013949029	-3.0005493	1.5465431	0.016875887	0.15666667	18.0	76.69419693946838
110	-33.90513	8.526661	-18.316187	-53.37537	27.136364	-36.878788	0.48040298	-34.472633	-36.97507	66600	3.0199686e-08	81.48372	-0.02606546	-3.131691	1.5775136	0.013427321	0.13333334	79.0	78.40528702735901
111	-32.532284	9.847542	-18.738068	-54.356216	26.818182	-36.28152	0.47287825	-33.913055	-36.376263	67200	-2.1060307e-08	110.0239	-0.023187427	-5.151848	1.5222596	0.01611302	0.10166667	36.0	79.26186656951904
112	-33.537247	11.94998	-19.06805	-66.97087	26.863636	-35.51002	0.46398178	-33.186092	-35.602905	67800	1.2715658e-08	146.97623	-0.016666753	-1.5164948	1.5605633	0.016667087	0.145	11.0	80.00362348556519
113	-32.241642	6.232103	-22.839643	-47.39513	26.954546	-35.05992	0.45738974	-32.76903	-35.15167	68400	9.139379e-09	46.295097	-0.03358742	-3.132576	1.5878489	0.0067813327	0.21	79.0	80.902348279953
114	-34.8336	11.025741	-20.760971	-72.21096	26.59091	-34.4389	0.44941905	-32.187916	-34.528847	69000	-1.1920929e-08	117.40284	-0.009765816	-0.0024108887	1.5742	0.023930393	0.16333333	5.0	81.70302176475525
115	-34.008545	8.57659	-18.668613	-56.17069	26.727272	-34.437313	0.44601512	-32.20336	-34.526485	69600	2.1060307e-08	71.917175	-0.01595091	-0.100234985	1.509093	0.01551816	0.12666667	25.0	82.36783647537231
116	-36.32335	8.642911	-23.32242	-63.785374	26.818182	-34.330338	0.44175068	-32.117775	-34.41885	70200	-1.9868216e-08	77.97164	-0.0041191783	-1.5307846	1.4023014	0.021069342	0.14666666	3.0	82.96412563323975
117	-28.088825	7.446937	-18.478754	-50.48767	26.863636	-34.770832	0.44173598	-32.55833	-34.859253	70800	-1.5298525e-08	99.20966	-0.028539706	-17.79322	1.4735217	0.007759787	0.17833333	79.0	83.93034291267395
118	-30.23501	8.561336	-20.685009	-57.11452	27.045454	-33.248512	0.42666808	-31.111488	-33.33398	71400	-1.6291937e-08	81.39268	-0.026181003	-4.490135	1.5666549	0.009764972	0.16	79.0	84.87227511405945
119	-30.827986	9.026797	-19.56856	-57.40065	26.818182	-32.376144	0.41645545	-30.290272	-32.45957	72000	-5.5631e-09	81.88888	-0.010160517	-1.2755966	1.5271931	0.013614901	0.14333333	6.0	85.47331118583679
120	-28.718647	6.9185114	-19.61032	-46.42529	26.954546	-31.911856	0.4094355	-29.861143	-31.993885	72600	-4.4902166e-08	57.47241	-0.02337733	-4.740898	1.5849422	0.016528808	0.11	27.0	86.49336910247803
