Epoch	AverageEpRet	StdEpRet	MaxEpRet	MinEpRet	EpLen	AverageVVals	StdVVals	MaxVVals	MinVVals	TotalEnvInteracts	LossPi	LossV	DeltaLossPi	DeltaLossV	Entropy	KL	Time
18	-818.33875	105.39721	-320.5219	-886.4	10.267858	-50.064198	1.4237133	-45.669952	-50.52617	11400	-0.003122309	419591.5	-0.0013942982	-3196.25	2.7386026	0.0004496479	11.066073656082153
19	-802.3777	125.56173	-399.46548	-892.8071	13.714286	-52.732895	1.1682761	-48.52816	-53.057907	12000	-0.02236163	410275.72	-0.0014846809	-3082.0	2.6999671	-7.194499e-05	11.533510684967041
20	-823.19867	101.86227	-412.31097	-916.76385	12.844444	-55.225105	1.1537671	-51.221107	-55.55792	12600	0.005965696	466806.62	-0.0012138835	-3537.0938	2.7657788	0.0002763301	12.284211874008179
21	-815.5153	101.85995	-559.8292	-886.4	10.178572	-57.832905	1.2140619	-54.08574	-58.226715	13200	-0.039521165	369001.72	-0.0010249838	-2887.375	2.7528744	6.781419e-06	12.806748151779175
22	-774.2215	100.7655	-601.9675	-886.4	20.392857	-60.470943	0.82823074	-56.79584	-60.657787	13800	-0.012783748	387163.03	-0.0005607605	-3007.75	2.7266788	-2.5821726e-05	13.34206509590149
23	-792.00586	134.0047	-387.02704	-886.4	13.0	-62.84923	1.017931	-59.357582	-63.146328	14400	-0.02537392	347822.47	-0.001419412	-2793.4688	2.738333	-0.0003591587	13.878671884536743
24	-818.2387	91.66403	-459.78326	-886.4	11.551021	-65.25335	0.9980095	-61.943333	-65.554634	15000	-0.048062865	422614.44	-0.0011894703	-3241.625	2.7573235	0.0005343749	14.383613586425781
25	-830.8873	97.726746	-397.3948	-886.4	8.323944	-67.72711	1.1083251	-64.72575	-68.136665	15600	-0.071293555	395331.6	-0.0011449084	-3199.3438	2.7181892	0.0004611059	14.886097431182861
26	-788.90643	155.90283	-224.20868	-919.5674	12.934783	-70.45976	0.8345442	-67.59715	-70.70334	16200	-0.0014151129	368154.56	-0.0012792674	-2837.875	2.7228243	-0.00010613183	15.423009395599365
27	-769.2425	149.39157	-309.4699	-886.4	15.263158	-72.95738	0.7280079	-70.196266	-73.14949	16800	-0.095319435	315987.25	-0.0011956692	-2491.1562	2.6892142	-5.5750013e-05	15.960438013076782
28	-788.9589	179.91055	-136.85611	-886.4	10.122807	-75.180756	0.8437977	-72.60133	-75.45711	17400	-0.067415744	309603.25	-0.0017114803	-2228.625	2.6606965	-0.00022940595	16.58265447616577
29	-811.2526	144.3273	-98.58856	-892.3179	9.28125	-77.35306	0.8330037	-74.96323	-77.64366	18000	-0.100141674	362956.84	-0.00155963	-2811.3125	2.7336376	8.543134e-06	17.1595516204834
30	-788.9145	141.16678	-371.22098	-886.4	14.2	-79.91666	0.6282491	-77.596886	-80.08692	18600	-0.053929247	330615.72	-0.0012438707	-2600.9062	2.6974866	-0.00013627569	17.916316032409668
31	-795.7585	151.34352	-340.73517	-892.271	11.470589	-82.269775	0.6745612	-80.07994	-82.4777	19200	-0.08979619	322295.38	-0.0011161789	-2542.9062	2.7065642	-2.5654634e-05	18.430421829223633
32	-817.1844	111.82956	-396.94858	-886.4	10.611111	-84.634705	0.6583789	-82.562225	-84.844025	19800	-0.04372856	344428.47	-0.00073640794	-2819.4375	2.7580934	-9.416938e-06	18.957965850830078
33	-755.1273	182.98503	-262.7699	-886.4	14.121951	-87.183174	0.5507437	-85.17574	-87.334366	20400	-0.035380617	254205.81	-0.0009924248	-2038.5625	2.6918447	-0.0005934868	19.49286723136902
34	-787.3572	153.75452	-363.2307	-886.4	13.83721	-89.342476	0.5423858	-87.41441	-89.495155	21000	-0.066996954	320586.66	-0.0007472038	-2644.9062	2.6925843	-0.0001650989	20.040961265563965
35	-767.35455	176.7041	-129.76028	-886.4	14.487804	-91.78472	0.51181704	-89.919174	-91.925255	21600	-0.047645014	306915.25	-0.0016242117	-2505.5312	2.7409477	6.931802e-05	20.558032512664795
36	-804.1376	140.73256	-231.8575	-886.4	10.9811325	-94.147705	0.5548833	-92.38329	-94.32235	22200	-0.090256445	333288.5	-0.0010834187	-2736.5625	2.7239478	0.00019291877	21.051812887191772
37	-778.2664	166.20859	-176.76266	-886.4	12.391304	-96.675674	0.49487093	-94.9782	-96.82009	22800	-0.08147214	290278.75	-0.0014717728	-2306.6875	2.7055647	-8.11404e-05	21.57343029975891
38	-776.55865	174.56294	-220.80255	-886.4	11.4	-98.991615	0.49178815	-97.37808	-99.14163	23400	-0.06515405	261114.56	-0.0012877658	-2048.7969	2.6540246	0.00011057655	22.106101512908936
39	-784.88007	171.127	-178.39308	-886.4	10.909091	-101.18277	0.48511404	-99.65569	-101.33697	24000	-0.07338533	260123.84	-0.0011097938	-2198.7969	2.7517383	-0.00019972384	22.64347267150879
40	-686.41174	209.0501	-128.976	-886.4	20.62069	-103.5319	0.34726086	-102.01822	-103.61161	24600	-0.00943622	240714.6	-0.0012338571	-2032.0625	2.7183459	5.896886e-07	23.42204785346985
41	-644.28125	229.07324	-162.4978	-886.4	22.192308	-105.75665	0.3244073	-104.26221	-105.82718	25200	-0.014997973	194970.48	-0.00085909385	-1579.1875	2.6601036	-0.0004229939	23.929816484451294
42	-714.05676	224.10542	-75.88342	-886.4	17.757576	-107.71939	0.35769013	-106.26	-107.80716	25800	-0.042368617	255042.19	-0.001013346	-2012.4531	2.7051167	-0.00038122496	24.438399076461792
43	-768.18274	153.10892	-296.321	-886.4	13.738095	-109.91611	0.3907166	-108.50988	-110.02477	26400	-0.09716689	251128.86	-0.0009151846	-2257.4531	2.6978607	0.00014812351	24.977245569229126
44	-782.2637	158.47302	-264.7282	-886.4	12.695652	-112.278465	0.39237955	-110.93254	-112.39293	27000	-0.059633937	262528.84	-0.0009662695	-2361.5312	2.7060916	0.00014900505	25.509061813354492
45	-779.6702	176.90108	-105.46602	-886.4	12.822222	-114.71961	0.37175798	-113.42946	-114.82677	27600	-0.10061307	270335.56	-0.0009500161	-2323.6875	2.7029688	1.8114448e-05	26.050634145736694
46	-768.6693	194.76163	-218.106	-886.4	11.173077	-117.13466	0.3797598	-115.91466	-117.25295	28200	-0.098391905	221126.98	-0.0014024153	-1858.7344	2.6919084	0.00015191059	26.590569496154785
47	-681.8842	225.88316	-111.947945	-886.4	19.290323	-119.37852	0.28548798	-118.17574	-119.44636	28800	-0.06090397	214248.88	-0.00096014515	-1842.5312	2.7315652	-0.00037416577	27.057591199874878
48	-756.45776	200.63463	-77.04237	-886.4	11.480769	-121.52344	0.35257265	-120.39076	-121.63325	29400	-0.071730755	224022.11	-0.0016726404	-1919.3438	2.6972613	0.0001348573	27.56650137901306
49	-729.63245	203.91437	-175.60619	-886.4	15.710526	-123.79636	0.2920275	-122.68876	-123.87338	30000	-0.06708473	205536.31	-0.00090613216	-1894.2031	2.6478033	-0.00018903414	28.08294677734375
50	-750.96375	185.31268	-230.06339	-886.4	15.384615	-126.042786	0.28265375	-124.97077	-126.11736	30600	-0.031633843	231182.34	-0.0008814968	-2193.7812	2.6867	0.00033919115	28.881164073944092
51	-713.7223	233.71878	-67.116974	-886.4	15.210526	-128.45941	0.27374354	-127.421196	-128.53165	31200	-0.10765529	199636.45	-0.0011266768	-1648.0469	2.6613188	-0.00013902088	29.39631700515747
52	-711.3501	214.27457	-147.05084	-886.4	16.852942	-130.60143	0.25226656	-129.58786	-130.66426	31800	-0.088005565	193901.06	-0.0013830736	-1713.7656	2.6666489	-0.00013793925	29.93032479286194
53	-749.9582	186.98749	-259.95715	-886.4	14.775	-132.75935	0.26452303	-131.78261	-132.83104	32400	-0.054444693	233894.23	-0.0012087524	-2190.2344	2.7179682	0.00046448628	30.477422952651978
54	-752.88293	184.75882	-162.21527	-886.4	15.736842	-135.2124	0.24987553	-134.2647	-135.27832	33000	-0.10278292	237562.3	-0.0008380711	-2327.5781	2.6369894	-0.000119829776	31.02013850212097
55	-764.0115	205.20522	-174.59262	-886.4	10.648149	-137.72958	0.28316313	-136.83821	-137.81956	33600	-0.08676233	176314.19	-0.000852108	-1539.375	2.6573772	-0.0001057148	31.561895608901978
56	-713.91125	219.23734	-87.10035	-886.4	16.38889	-139.86772	0.22345293	-138.99608	-139.92505	34200	-0.060433637	186534.06	-0.00085796043	-1705.4062	2.6873803	2.788345e-05	32.069040060043335
57	-779.77936	160.81757	-219.17949	-886.4	11.8125	-142.04797	0.2465065	-141.22134	-142.12154	34800	-0.07477854	214702.17	-0.0008751452	-2082.8906	2.673507	0.00073968567	32.58481407165527
58	-709.48926	225.65726	-142.75966	-886.4	16.027027	-144.49953	0.20946974	-143.69397	-144.55403	35400	-0.0890655	175532.05	-0.0014037192	-1644.875	2.6472263	0.00018491983	33.09949612617493
59	-690.89404	225.87975	-158.7256	-886.4	17.352942	-146.70721	0.195356	-145.9223	-146.75586	36000	-0.107475944	152892.72	-0.0012354255	-1464.4844	2.590134	-0.00011079828	33.605873107910156
60	-749.73047	211.86256	-181.34265	-886.4	12.6595745	-148.77426	0.22034524	-148.02704	-148.83928	36600	-0.10979701	181622.58	-0.0011298507	-1702.5938	2.6363904	0.00041935046	34.44587278366089
61	-722.0295	235.8082	-178.18146	-886.4	13.545455	-151.02377	0.20490974	-150.30415	-151.08214	37200	-0.08752969	160721.36	-0.0009718314	-1423.5	2.6613512	-0.000516991	34.97152805328369
62	-648.57196	273.81415	-75.06504	-886.4	16.61111	-153.12196	0.17971523	-152.42093	-153.16808	37800	-0.13964634	112596.336	-0.001043126	-936.22656	2.5767663	-0.00038899083	35.515787839889526
63	-688.6972	251.75967	-135.8138	-886.4	15.916667	-154.84572	0.17467918	-154.16434	-154.89053	38400	-0.103838116	144176.8	-0.0011819974	-1215.5625	2.6256213	0.00010518491	36.049434185028076
64	-724.1355	212.31363	-110.058876	-886.4	16.444445	-156.78867	0.16976567	-156.12645	-156.83221	39000	-0.06907242	175217.02	-0.00081546605	-1798.7188	2.6519396	2.3747683e-05	36.586474895477295
65	-714.1778	196.18599	-251.37726	-886.4	18.53125	-159.16527	0.15630504	-158.51738	-159.203	39600	-0.06917751	188971.05	-0.00066746026	-2069.4219	2.6620848	0.00040546258	37.127440452575684
66	-695.79297	242.2413	-141.59113	-886.4	15.210526	-161.72473	0.16507909	-161.09862	-161.76826	40200	-0.115371615	137233.1	-0.0014028177	-1268.5	2.6256375	0.00014019529	37.66010403633118
67	-735.2898	217.26723	-151.6116	-886.4	13.930233	-163.77956	0.16910791	-163.1784	-163.82713	40800	-0.10331098	161356.6	-0.0013694242	-1647.2656	2.640548	0.00082642277	38.19628024101257
68	-740.01904	208.74109	-302.22202	-886.4	14.047619	-166.08598	0.1608642	-165.507	-166.13069	41400	-0.095466115	163639.67	-0.0012679473	-1710.4844	2.6423326	0.00032695374	38.72660207748413
69	-731.8548	183.53839	-284.15482	-886.4	16.882353	-168.47	0.140549	-167.9053	-168.505	42000	-0.045322277	169374.48	-0.00013032183	-1914.5469	2.6791258	0.0004586198	39.252312898635864
70	-679.63354	267.3215	-28.82803	-886.4	14.820513	-170.97906	0.14533116	-170.43529	-171.01793	42600	-0.11275129	114732.34	-0.0013972595	-972.0625	2.6025321	0.00017303944	40.03375816345215
71	-755.8092	226.30328	-109.62549	-886.4	10.375	-172.8163	0.16524726	-172.30627	-172.86987	43200	-0.14144053	145684.67	-0.0008981079	-1280.4844	2.6658971	-0.0002018708	40.504977226257324
72	-659.3004	269.3996	-163.42102	-886.4	16.18919	-174.91032	0.12963927	-174.41176	-174.94405	43800	-0.09455239	95773.586	-0.00056122243	-884.2578	2.6089957	-0.00029716373	41.07556915283203
73	-658.16815	237.4434	-81.39272	-886.4	20.75	-176.69836	0.11049878	-176.20807	-176.7233	44400	-0.101435475	135381.81	-0.00046550483	-1423.0312	2.6727037	-1.0726849e-06	41.60363006591797
74	-659.8713	222.2027	-175.00455	-886.4	20.310345	-178.9166	0.11023923	-178.4361	-178.94193	45000	-0.08952217	133608.34	-0.0011662692	-1514.9531	2.6178088	0.00066400744	42.14086675643921
75	-627.2077	262.80762	-143.51375	-886.4	18.580645	-181.24329	0.11159084	-180.77313	-181.26978	45600	-0.045904618	99259.875	-0.00070627034	-929.2969	2.627563	0.00017275214	42.68000650405884
76	-683.817	256.75385	-116.3159	-886.4	14.625	-183.10617	0.12263065	-182.65337	-183.1394	46200	-0.10487601	88796.516	-0.00052366406	-860.4219	2.5643942	-0.00011227965	43.22259712219238
77	-654.55725	260.46027	-89.604904	-886.4	18.181818	-184.90437	0.10697755	-184.46097	-184.93022	46800	-0.13479568	115362.72	-0.0008646548	-1156.5859	2.6427689	0.00021448453	43.77777099609375
78	-701.9616	263.0855	-65.10153	-886.4	12.5	-186.97012	0.12281408	-186.54884	-187.00594	47400	-0.13301972	87194.7	-0.00078852475	-757.71875	2.6045873	-0.00026548744	44.31523823738098
79	-727.21295	249.96669	-56.82691	-886.4	11.018518	-188.70003	0.12619554	-188.30278	-188.74013	48000	-0.14300753	108914.15	-0.0009867102	-947.9375	2.5839052	8.006354e-05	44.85276556015015
80	-613.6677	283.20776	-106.67663	-886.4	18.625	-190.63533	0.09430357	-190.24443	-190.6581	48600	-0.0855497	98225.07	-0.0008119121	-865.90625	2.5479078	-0.0001036942	45.66985368728638
81	-708.83044	244.36195	-119.551544	-886.4	13.697675	-192.50018	0.10513957	-192.12643	-192.52977	49200	-0.124722645	111491.6	-0.0007029027	-1153.0781	2.5792923	-2.4901032e-05	46.1722412109375
82	-649.19183	262.68158	-117.03443	-886.4	18.181818	-194.66106	0.0885445	-194.29404	-194.68243	49800	-0.14515324	108309.66	-0.001074031	-1157.1875	2.6356084	0.00039597234	46.68077492713928
83	-723.808	237.3252	-189.6286	-886.4	12.042553	-196.84105	0.10271468	-196.49275	-196.87138	50400	-0.124422275	103437.8	-0.001100041	-1040.6016	2.6311536	0.0003624016	47.19375395774841
84	-658.91833	281.9812	-80.156075	-886.4	15.358974	-198.94261	0.09032518	-198.60463	-198.96675	51000	-0.17932488	109268.414	-0.0010588169	-918.39844	2.52124	-0.000110136665	47.7023561000824
85	-720.06305	244.0024	-202.6599	-886.4	11.938775	-200.92378	0.096786276	-200.60277	-200.95297	51600	-0.12147169	98074.46	-0.0009903684	-980.8594	2.6125383	1.1300047e-05	48.24356770515442
86	-688.1623	268.62366	-90.70902	-886.4	14.9	-202.98744	0.084328756	-202.67607	-203.0103	52200	-0.10553775	121534.625	-0.0012886003	-1152.7734	2.5569158	0.00033911824	48.782010316848755
87	-720.008	218.73784	-205.45374	-886.4	14.15	-205.22856	0.081425056	-204.92792	-205.25064	52800	-0.1423865	105361.375	-0.0011923313	-1313.4688	2.640316	0.00031499623	49.30918288230896
88	-582.03503	324.33652	-22.56418	-886.4	16.527779	-207.63528	0.07493123	-207.34297	-207.65448	53400	-0.17341615	56933.35	-0.0009880364	-267.46484	2.5105453	-0.0004161479	49.80637454986572
89	-685.8687	283.93903	-52.585407	-886.4	12.826087	-208.81242	0.08143138	-208.53308	-208.83615	54000	-0.13280456	89262.58	-0.0010937899	-642.2031	2.5608957	-0.00014797092	50.31672263145447
90	-593.44525	310.56674	-113.80694	-886.4	16.0	-210.50546	0.07087117	-210.23291	-210.5239	54600	-0.12933701	38567.133	-0.00056004524	-240.46094	2.4906986	-0.0002852433	51.167749643325806
91	-627.5859	294.77866	-90.898994	-886.4	15.5	-211.6215	0.06963827	-211.35739	-211.63988	55200	-0.12825556	48951.375	-0.0006174147	-369.14453	2.5184379	-0.00040746212	51.681901931762695
92	-600.22736	276.24283	-37.65962	-886.4	19.533333	-212.93558	0.5229451	-200.25145	-212.97238	55800	-0.19814909	80481.695	-0.0016299486	-1094.3906	2.567727	5.9791804e-05	52.22830390930176
93	-659.6018	283.92572	-80.80122	-886.4	13.636364	-212.73462	6.8696423	-189.33116	-214.97987	56400	-0.12909521	62872.01	-0.0008510798	-598.21094	2.5278203	-5.9402686e-05	52.762152433395386
94	-685.4087	261.45807	-109.41393	-886.4	14.475	-215.69797	4.4467936	-190.83658	-216.7015	57000	-0.086298965	79964.82	-0.00091265887	-925.6094	2.576317	0.00030372522	53.252418994903564
95	-651.84106	280.00864	-123.702835	-886.4	14.925	-218.06262	4.06722	-192.71393	-218.84018	57600	-0.122058004	51524.64	-0.00056152046	-542.71875	2.5592513	0.00016412447	53.76915979385376
96	-507.45508	355.3903	-24.299818	-886.4	17.5	-217.32039	8.022977	-194.2322	-220.56987	58200	-0.14578618	38123.54	-0.0007762611	-911.4375	2.4574163	-0.0005210037	54.29519581794739
97	-623.94806	311.22818	-68.640594	-886.4	14.538462	-213.64375	9.333134	-194.64417	-221.09393	58800	-0.11879748	39716.637	-0.0004925281	-481.69922	2.4623487	-0.0001447763	54.82340908050537
98	-517.1289	259.7576	-195.9802	-886.4	24.833334	-219.77286	6.133093	-195.58406	-222.19289	59400	-0.1271373	65102.555	-0.00113751	-876.6328	2.577382	0.00023111493	55.35293459892273
99	-474.07346	315.53793	-98.682915	-886.4	20.642857	-222.60756	4.203858	-210.81264	-224.2212	60000	-0.06922303	18925.336	-0.0004544556	-112.20508	2.4930995	-0.00025521408	55.88828492164612
100	-604.3139	306.91577	-66.363495	-886.4	16.941177	-222.46135	5.1082783	-211.471	-224.92859	60600	-0.1779774	62627.96	-0.0011363626	-503.96875	2.5103805	2.2390683e-05	56.72281193733215
101	-663.1417	283.10022	-143.39745	-886.4	13.833333	-224.99396	4.084724	-212.9481	-226.51207	61200	-0.12668093	47525.957	-0.00035737455	-511.91016	2.546572	7.9198675e-05	57.23672270774841
102	-630.2032	302.00723	-142.7428	-886.4	14.65	-226.67218	4.265671	-214.60052	-228.27322	61800	-0.17065467	46619.973	-0.00081655383	-357.21094	2.4987648	6.351302e-05	57.76615595817566
103	-658.3461	290.7811	-44.648914	-886.4	13.636364	-227.03888	5.3383393	-215.96713	-229.73459	62400	-0.23633532	63265.926	-0.0013319701	-548.4844	2.5182211	0.0001983572	58.29686713218689
104	-525.6452	303.0301	-40.243916	-886.4	20.51724	-229.1351	5.0905175	-217.70259	-231.59694	63000	-0.09180616	34931.49	-0.00042883307	-354.0078	2.4933782	-0.0002727579	58.83204746246338
105	-597.1405	329.82394	-40.840134	-886.4	14.871795	-228.16428	6.646918	-205.05754	-233.02338	63600	-0.1855861	45089.12	-0.0011366457	-798.0117	2.5609777	-0.00024616817	59.26756405830383
106	-656.4345	306.86795	-79.52549	-886.4	12.577778	-226.2039	11.845113	-206.00969	-234.16118	64200	-0.21347427	45446.9	-0.0008968562	-411.08984	2.5106764	0.00018381426	59.76619744300842
107	-611.86365	332.2319	-32.23289	-886.4	14.119047	-226.92943	12.413483	-207.16187	-235.51	64800	-0.21816391	47630.234	-0.001237765	-297.95312	2.4573495	-9.2686016e-05	60.28079319000244
108	-577.18225	339.09384	-66.41179	-886.4	15.567568	-225.34654	13.361464	-208.0829	-236.63245	65400	-0.18051812	44039.73	-0.0008805543	-191.0586	2.4259222	-0.00031274438	60.7941358089447
109	-584.4097	329.09018	-48.434338	-886.4	15.578947	-226.65648	13.344587	-208.91554	-237.6766	66000	-0.16271882	38456.46	-0.0009444207	-170.24219	2.5337276	-0.0005136644	61.327008962631226
110	-650.0885	301.34552	-37.175484	-886.4	13.627907	-230.90823	12.05363	-209.84322	-238.80908	66600	-0.15766971	48915.613	-0.0004143417	-417.71484	2.5389028	-2.8034548e-05	62.1895866394043
111	-555.71674	329.682	-54.436428	-886.4	17.60606	-231.73558	12.4963455	-211.36215	-240.56763	67200	-0.1488401	43717.65	-0.0009330511	-261.98047	2.4712784	-0.00018036267	62.70136737823486
112	-566.7716	296.9147	-81.80781	-886.4	19.033333	-234.6986	11.57533	-212.5323	-241.96329	67800	-0.10778231	36248.348	-0.0005785227	-683.8828	2.4613552	7.957508e-05	63.207077980041504
113	-447.17853	314.4566	-100.28254	-886.4	21.923077	-238.4925	9.105096	-214.06993	-243.70973	68400	-0.10530709	24722.38	-0.00044559687	-609.2637	2.4477656	-6.172071e-05	63.71181631088257
114	-562.7738	321.168	-102.03547	-886.4	16.971428	-233.71349	13.667085	-214.77652	-244.56528	69000	-0.15412104	29552.307	-0.00064106286	-180.46094	2.4901948	0.00020260096	64.2453920841217
115	-572.8697	330.03568	-69.65631	-886.4	16.828571	-233.24896	13.616909	-215.73013	-245.69595	69600	-0.15269656	44156.11	-0.00091153383	-308.44922	2.4730587	-4.8814516e-05	64.78159666061401
116	-459.4132	345.98428	-26.383497	-886.4	19.766666	-231.21275	14.70957	-217.00032	-247.21828	70200	-0.17142628	38788.035	-0.00095818937	-185.97656	2.3942237	-0.00020306875	65.26482439041138
117	-630.398	331.22388	-40.72727	-886.4	12.404255	-233.39742	14.197981	-217.40474	-247.8554	70800	-0.17936976	31738.773	-0.00048033893	-95.93945	2.4305718	-8.7323984e-05	65.78077030181885
118	-574.67413	333.37177	-35.80004	-886.4	15.918919	-234.69206	14.677347	-217.89868	-248.54042	71400	-0.18719798	35759.242	-0.0009663403	-203.875	2.4602902	0.00023627598	66.29192018508911
119	-524.4473	334.86563	-44.61698	-886.4	17.545454	-235.13739	14.814487	-218.77159	-249.63947	72000	-0.13638507	28823.4	-0.00084124506	-202.30469	2.4148662	4.996856e-05	66.83020091056824
120	-605.42706	328.54962	-47.322414	-886.4	14.023809	-240.43427	13.837368	-219.36931	-250.43117	72600	-0.21157804	34202.105	-0.0010280907	-165.60938	2.3699124	-0.00030112275	67.71415948867798
121	-440.19424	320.30548	-46.26151	-886.4	20.964285	-237.44266	13.9524145	-220.15866	-251.40598	73200	-0.18200195	16341.793	-0.0008404404	-47.271484	2.3730857	-0.00030638167	68.22372817993164
122	-647.10406	317.23026	-45.222553	-886.4	12.954545	-241.39964	13.680438	-220.36058	-251.74301	73800	-0.17967235	43880.01	-0.000521332	-277.67578	2.4630153	-0.00014080694	68.7418920993805
123	-514.6229	325.70486	-70.01321	-886.4	18.67742	-239.04485	14.90933	-221.68306	-253.31482	74400	-0.18709587	25624.69	-0.0009991378	-257.1328	2.4553597	0.00033239374	69.27110314369202
124	-617.67017	340.5914	-41.7032	-886.4	13.204545	-239.72346	14.060538	-222.55212	-254.35272	75000	-0.228847	48473.67	-0.00095036626	-313.89062	2.4504683	0.00023843885	69.80084252357483
125	-585.5295	355.58252	-35.51325	-886.4	13.311111	-236.66302	14.863164	-223.5394	-255.65013	75600	-0.238682	33904.78	-0.0007364601	-433.33203	2.3183777	-0.0005825274	70.33450770378113
126	-660.4473	326.66315	-40.48937	-886.4	10.745455	-237.23256	15.26948	-223.32095	-255.66103	76200	-0.20847534	36765.816	-0.00060762465	-73.265625	2.3904748	-0.0003091516	70.86915397644043
127	-587.00586	347.57883	-20.038242	-886.4	13.878049	-238.34807	15.489333	-223.57211	-256.1522	76800	-0.18476936	29652.2	-0.0008895397	-61.51172	2.439395	-2.0047624e-05	71.31974697113037
128	-557.06683	345.37103	-44.4263	-886.4	15.307693	-238.53291	15.576874	-223.67088	-256.47772	77400	-0.15690356	22422.73	-0.00049573183	-39.26172	2.3854403	-1.6741058e-05	71.80372142791748
129	-597.3294	332.6249	-61.82529	-886.4	14.692307	-239.7499	15.691076	-223.68684	-256.6749	78000	-0.23728643	43771.008	-0.0011878461	-211.61719	2.45277	0.00042115312	72.31607055664062
130	-534.37006	346.75766	-35.735535	-886.4	16.171429	-239.25261	15.731566	-224.96822	-258.23676	78600	-0.19067849	25595.742	-0.0007188767	-150.63867	2.4528532	0.00018223713	73.25179743766785
131	-624.709	337.7622	-46.53746	-886.4	12.416667	-241.6054	16.189484	-225.14154	-258.64584	79200	-0.22170521	39788.54	-0.00097054243	-118.6875	2.329151	2.2823413e-05	73.81804776191711
