Epoch	AverageEpRet	StdEpRet	MaxEpRet	MinEpRet	EpLen	AverageVVals	StdVVals	MaxVVals	MinVVals	TotalEnvInteracts	LossPi	LossV	DeltaLossPi	DeltaLossV	KL	BacktrackIters	Time
0	-848.8683	49.192253	-697.7844	-889.3244	6.6444445	0.5425178	0.58119047	2.6642718	-0.48841676	600	-7.947286e-09	625282.56	-0.026792362	-6976.3125	0.008505205	2.0	0.7059006690979004
1	-855.3682	50.86401	-692.091	-897.5508	4.3777776	-3.5964522	1.829847	-0.64567274	-5.472097	1200	-7.2320304e-08	613837.25	-0.042395405	-5152.625	0.008373528	0.0	1.0697672367095947
2	-856.27	45.51021	-701.39856	-889.1149	7.5657897	-7.728042	2.3515224	-1.7250364	-8.866927	1800	2.0186107e-07	642638.3	-0.03921916	-4337.125	0.009412655	0.0	1.405038595199585
3	-854.34985	58.191933	-499.67706	-900.6512	6.477778	-10.311127	3.0996249	-3.0113215	-11.712304	2400	1.545747e-07	604283.7	-0.03488403	-4088.75	0.007930727	0.0	1.7541866302490234
4	-841.1234	68.28576	-472.89774	-889.34814	9.523809	-13.472076	2.945636	-4.8770633	-14.506768	3000	-8.265177e-08	574149.06	-0.034332313	-4146.6875	0.0075575137	0.0	2.071875810623169
5	-844.654	61.637516	-624.18756	-890.0642	9.403226	-16.24189	3.1952069	-6.913881	-17.345467	3600	1.13248824e-07	569705.8	-0.032095257	-4051.0	0.009118319	0.0	2.4263484477996826
6	-829.7122	79.87251	-544.3153	-889.77734	9.75	-19.024597	3.270913	-9.301802	-20.130766	4200	2.1060307e-08	500696.22	-0.029364439	-3633.0312	0.0068665156	0.0	2.781520366668701
7	-830.0752	115.13753	-264.18277	-892.0216	7.525641	-21.305029	3.6730654	-11.893499	-22.760445	4800	3.973643e-08	440076.44	-0.02834083	-3202.625	0.0057519996	2.0	3.1438214778900146
8	-822.0707	102.83348	-358.24023	-888.6735	8.940298	-24.006882	3.2635226	-14.878692	-25.177505	5400	-2.8610229e-08	454628.6	-0.025502896	-3440.75	0.007081147	0.0	3.4975526332855225
9	-822.6118	92.668686	-486.81778	-903.87585	11.245283	-26.832788	2.8289845	-17.838099	-27.72639	6000	1.180172e-07	489745.72	-0.031472597	-3750.3125	0.007517735	0.0	3.830632209777832
10	-810.5251	129.47401	-262.9352	-890.4262	10.872727	-29.523516	2.8183062	-20.739529	-30.42981	6600	-4.4107438e-08	442457.97	-0.024366217	-3355.9688	0.00827496	0.0	4.308607816696167
11	-747.25806	196.88	-208.81572	-889.595	12.777778	-32.267036	2.4885917	-23.64384	-32.998264	7200	1.1841456e-07	270985.38	-0.028098568	-1988.9062	0.007612864	1.0	4.647759437561035
12	-753.06647	168.52563	-200.14442	-889.85895	15.0	-34.416313	2.2553139	-25.977741	-35.020466	7800	2.2172928e-07	323758.97	-0.029188028	-2456.25	0.008141702	0.0	4.957656621932983
13	-772.88666	169.37671	-192.56152	-888.8386	11.9	-36.508	2.469147	-28.40686	-37.261833	8400	-7.073084e-08	299386.84	-0.04307799	-2401.5625	0.0080061685	0.0	5.282371520996094
