Epoch	AverageEpRet	StdEpRet	MaxEpRet	MinEpRet	EpLen	AverageVVals	StdVVals	MaxVVals	MinVVals	TotalEnvInteracts	LossPi	LossV	DeltaLossPi	DeltaLossV	KL	BacktrackIters	Time
0	-819.3276	62.03761	-662.0758	-910.3991	7.468354	0.08144976	0.7935977	1.6001947	-1.609618	600	-6.437302e-08	613097.8	-0.06152934	-5099.5625	0.009050474	0.0	0.7382736206054688
1	-805.7152	64.981705	-666.30035	-883.4916	9.564516	-3.217933	0.34626168	-1.0801263	-3.6060371	1200	4.2120615e-08	591048.75	-0.040517677	-4214.9375	0.0068974765	1.0	1.134413242340088
2	-787.426	70.11662	-652.2105	-900.78033	14.615385	-5.928126	0.5841535	-1.7189727	-6.260791	1800	-2.3841858e-07	562606.0	-0.039379034	-3590.625	0.0068665585	0.0	1.5150706768035889
3	-791.9074	90.554245	-406.5426	-900.9832	13.272727	-8.304033	1.4602407	-0.89098173	-9.238266	2400	1.0808309e-07	541631.25	-0.0481706	-3280.1875	0.008039643	0.0	1.897223711013794
4	-783.09766	101.276764	-413.16693	-912.1468	27.47619	-10.206121	1.7992008	-2.8913867	-11.783244	3000	-2.0583471e-07	570643.6	-0.026174245	-2947.1875	0.0091766855	0.0	2.262993574142456
5	-782.0677	83.75382	-617.627	-924.04767	22.423077	-12.202134	2.1110778	-2.6794949	-13.952238	3600	-8.106232e-08	528590.75	-0.047251653	-2877.8125	0.008488792	0.0	2.641897439956665
6	-690.9747	139.60728	-333.19867	-851.4197	27.904762	-14.076421	2.537219	-4.6652594	-16.120157	4200	3.695488e-08	426554.62	-0.04233016	-2404.9062	0.007665224	0.0	3.02195405960083
7	-672.62146	191.33228	-70.225426	-887.5759	25.52174	-16.054987	2.563745	1.8339577	-18.093252	4800	1.6887983e-08	418181.03	-0.04241541	-2874.5625	0.008498006	0.0	3.3890066146850586
8	-595.9313	204.65984	-164.41975	-863.5553	27.272728	-18.272255	2.4840744	-2.681034	-20.107277	5400	-6.039937e-08	316680.1	-0.029774103	-2158.375	0.0058694077	0.0	3.7748425006866455
9	-590.7368	206.43848	-150.9363	-877.1539	28.190475	-20.447512	2.1711707	-7.2278304	-22.114422	6000	-2.6623407e-08	323640.1	-0.04183572	-1962.9062	0.0079534575	0.0	4.151871919631958
10	-574.8534	207.81476	-179.17906	-862.0854	26.818182	-22.29561	2.3109114	-16.389244	-24.158905	6600	2.2013982e-07	280314.28	-0.030397978	-2561.25	0.008138163	0.0	4.667679071426392
11	-383.36963	223.5428	-62.898273	-731.2479	29.8	-24.88802	2.3126786	-4.1602583	-26.195847	7200	-6.8942704e-08	187952.4	-0.042046	-1303.0	0.008115901	0.0	5.046719074249268
12	-374.46133	176.67448	-95.540016	-684.27216	31.210526	-26.705536	1.855014	-13.362499	-27.988693	7800	-8.8214875e-08	165220.02	-0.03216961	-1164.8438	0.0066467193	0.0	5.3917765617370605
13	-309.71338	159.57188	-99.42933	-705.0559	29.25	-28.492126	2.3123248	-4.6032743	-29.712603	8400	-3.218651e-08	112959.945	-0.025491126	-795.09375	0.0054276907	0.0	5.763448238372803
14	-319.1346	212.80049	-44.431698	-821.1705	28.190475	-29.988363	2.1405225	-13.825805	-31.230331	9000	6.039937e-08	119454.76	-0.046247054	-768.6406	0.00674073	0.0	6.126646518707275
15	-304.39804	233.9171	-42.55933	-859.19135	26.043478	-31.374088	2.6821504	-6.4242563	-32.72741	9600	-6.218751e-08	94249.48	-0.046832893	-605.0625	0.008821575	0.0	6.487762689590454
16	-305.6201	251.67589	-66.028076	-867.7687	26.181818	-32.613132	2.9408855	-7.086832	-34.091896	10200	-2.8610229e-08	97632.09	-0.033450298	-568.0547	0.0067660618	0.0	6.851055383682251
17	-177.54912	189.75012	-35.632458	-827.76697	25.565218	-34.484608	2.2896264	-16.61172	-35.400635	10800	-4.3710074e-08	36525.895	-0.04861425	-187.97266	0.0064864215	0.0	7.198489427566528
18	-182.86096	167.98244	-41.87223	-865.1961	25.782608	-35.07857	2.7058403	-10.446418	-36.241066	11400	1.4305114e-08	24093.953	-0.03425535	-182.69727	0.0050756163	0.0	7.549517869949341
19	-203.9691	207.84128	-45.574337	-835.89014	24.541666	-35.9153	2.5663524	-21.268827	-37.072887	12000	1.5894573e-08	24740.36	-0.03786018	-179.0586	0.007998827	0.0	7.903940439224243
20	-159.44316	190.35841	-37.94961	-836.9488	25.086956	-36.877525	3.002621	-4.310983	-37.917976	12600	6.039937e-08	32037.754	-0.036030553	-140.24414	0.004513676	0.0	8.399795293807983
21	-135.91028	161.85573	-27.529028	-854.6271	24.0	-37.835697	2.4477947	-16.596285	-38.652443	13200	2.9404958e-08	9850.1	-0.035939604	-85.09473	0.0063358126	0.0	8.749534130096436
22	-119.1327	70.04293	-30.70411	-323.21866	25.608696	-38.307537	2.4184363	-25.815664	-39.23561	13800	-9.814898e-08	12348.176	-0.049670305	-104.75488	0.006568273	0.0	9.097891569137573
23	-111.73013	148.40732	-41.069878	-826.04706	23.6	-39.536476	1.6413074	-27.700808	-39.92612	14400	-2.0662943e-08	3584.471	-0.027907602	-42.43091	0.0021663776	0.0	9.454962015151978
24	-104.091805	157.68073	-21.560774	-846.85974	24.125	-39.981945	1.7002077	-27.971886	-40.388676	15000	3.8146972e-08	2997.827	-0.045725383	-21.33374	0.004747486	0.0	9.792361497879028
25	-86.40509	47.970615	-33.66242	-175.02786	25.347826	-40.04108	2.2920213	-22.465157	-40.730022	15600	2.5729339e-08	4568.653	-0.041605726	-40.441895	0.0063932636	0.0	10.13026738166809
26	-75.21881	36.630363	-30.466208	-205.81084	25.086956	-40.686245	2.0176723	-20.468992	-41.181156	16200	-1.9868216e-08	2657.1167	-0.023952823	-23.308838	0.0038154188	0.0	10.456855297088623
27	-77.99023	23.548288	-33.642338	-135.88203	24.333334	-41.340626	1.2409658	-33.06467	-41.556225	16800	-8.026759e-08	1845.3435	-0.037222575	-31.154907	0.008353575	0.0	10.791503429412842
28	-105.73874	160.30637	-37.873993	-855.99976	23.88	-41.562023	1.8026011	-33.19704	-41.98467	17400	-2.3841858e-08	5018.9346	-0.046276696	-27.765625	0.0047060656	0.0	11.114383697509766
29	-78.93857	26.893232	-37.058445	-139.23071	24.666666	-42.11769	1.5112553	-33.369934	-42.402256	18000	9.059906e-08	2105.6414	-0.021586709	-33.64087	0.0056808363	0.0	11.455621242523193
30	-71.111084	23.494617	-34.904167	-110.1865	24.416666	-42.648113	1.3901854	-30.691515	-42.87365	18600	-6.854534e-08	1337.3204	-0.03077735	-24.021606	0.0057399217	0.0	11.94023847579956
31	-108.50315	158.86478	-22.93027	-854.6292	24.0	-42.742966	2.1509523	-33.651207	-43.27053	19200	9.536743e-09	4806.8237	-0.04021293	-32.92383	0.0070697893	0.0	12.274507522583008
32	-88.23008	33.455307	-20.558176	-163.45094	24.333334	-43.460945	1.6031886	-32.145554	-43.75162	19800	-6.357829e-09	3106.8247	-0.04230866	-54.32422	0.0069595934	0.0	12.6062912940979
33	-103.44867	154.25246	-26.17132	-832.2247	23.92	-44.040207	1.8195821	-27.45142	-44.383137	20400	-4.7683715e-09	3775.8687	-0.012499586	-28.42627	0.003928361	0.0	12.926178455352783
34	-64.209496	25.815266	-29.03796	-111.04934	24.333334	-44.75678	0.937879	-32.81669	-44.858788	21000	-2.7815501e-08	1005.2161	-0.037197266	-12.665283	0.0064845975	0.0	13.256212949752808
35	-112.05035	162.25084	-26.95989	-871.54126	24.041666	-44.49706	2.5915189	-34.34439	-45.188152	21600	-1.4305114e-08	3690.3757	-0.04392445	-34.883545	0.00639118	0.0	13.580583333969116
36	-81.787	35.980595	-31.880575	-198.77306	24.625	-45.43176	1.6922779	-34.556408	-45.71233	22200	3.7352244e-08	2771.971	-0.02576085	-42.3479	0.0076326784	0.0	13.91654896736145
37	-102.94852	160.99562	-27.801819	-880.36487	23.44	-46.197056	1.0348207	-34.784187	-46.32839	22800	3.8146972e-08	2460.995	-0.03982438	-23.678223	0.0045429603	0.0	14.248722314834595
