Epoch	AverageEpRet	StdEpRet	MaxEpRet	MinEpRet	EpLen	AverageVVals	StdVVals	MaxVVals	MinVVals	TotalEnvInteracts	LossPi	LossV	DeltaLossPi	DeltaLossV	Entropy	KL	Time
32	-822.70905	86.48947	-654.9915	-886.4	12.22449	-86.486404	0.74607366	-84.01196	-86.71143	19800	-0.036338523	406987.0	-0.0012132376	-3368.375	2.7591949	0.0008322537	22.876214027404785
33	-805.80554	101.711914	-549.8305	-887.4094	14.585366	-89.182365	0.65095025	-86.80968	-89.36102	20400	-0.022957992	387378.47	-0.0011886787	-3201.1875	2.7703576	8.989632e-05	23.745119333267212
34	-796.7716	110.858	-534.6482	-886.4	16.216217	-91.810776	0.5876883	-89.51832	-91.96147	21000	-0.017133402	365842.12	-0.0013393164	-3041.8125	2.747746	0.00024197996	24.518433809280396
35	-777.62115	119.331245	-556.3418	-886.4	18.387096	-94.37478	0.5296498	-92.143326	-94.50055	21600	-0.023286661	326034.84	-0.0007603355	-2604.4375	2.721408	-0.0009711611	25.49280071258545
36	-798.2032	104.36466	-622.05695	-886.4	15.378378	-96.72127	0.55858576	-94.57312	-96.86659	22200	-0.02759176	332312.06	-0.00045512244	-2673.3125	2.748978	0.00025074958	26.642494440078735
37	-813.36224	102.63334	-594.5741	-886.4	12.1875	-99.0781	0.60525477	-97.04846	-99.258644	22800	-0.055614408	344153.0	-0.0010317974	-2839.3438	2.7543993	-0.00050397514	27.793172121047974
38	-789.5242	121.03161	-473.63617	-886.4	15.540541	-101.59442	0.5094302	-99.6353	-101.72692	23400	-0.058915317	313430.7	-0.0005562082	-2566.6875	2.6963003	-8.1539154e-05	28.862849950790405
39	-764.39307	126.56283	-445.92334	-886.4	17.757576	-103.98225	0.46494713	-102.08521	-104.09623	24000	-0.0071869963	293586.66	-0.0008131885	-2470.9688	2.6972399	-0.0003137845	29.857192039489746
40	-812.1151	102.74779	-580.26807	-886.4	12.170213	-106.27168	0.5292573	-104.47689	-106.42782	24600	-0.07675754	327030.34	-0.0011948198	-2694.4688	2.7281299	0.0008387709	31.3543803691864
41	-780.2346	129.2692	-428.16367	-886.4	15.944445	-108.74579	0.4452994	-107.008766	-108.85998	25200	-0.03447789	292753.7	-0.0007625185	-2437.5938	2.6805375	-0.00076457363	32.52564096450806
42	-769.99994	130.36761	-478.2356	-886.4	16.63889	-111.08818	0.42897132	-109.41486	-111.1982	25800	-0.0033749628	294299.47	-0.000626656	-2558.1875	2.7268093	-0.00020030538	33.58410143852234
43	-798.18567	100.29805	-552.5956	-886.4	13.928572	-113.4691	0.4445525	-111.869125	-113.592674	26400	-0.109650195	339749.28	-0.0008078739	-2909.2812	2.768475	0.001021848	34.8399121761322
44	-765.30994	137.43805	-451.25528	-900.1691	17.666666	-116.052216	0.3815798	-114.49535	-116.14578	27000	-0.06640224	298374.94	-0.0013715252	-2527.0312	2.7574313	0.00038939397	35.86270713806152
45	-756.2797	127.40288	-464.35114	-886.4	20.178572	-118.474846	0.343108	-116.95237	-118.55219	27600	-0.05878994	278586.47	-0.00042423233	-2351.9688	2.7077746	-5.2019557e-05	36.70391654968262
46	-776.3864	135.57063	-424.13962	-886.4	15.72973	-120.77954	0.38062802	-119.315765	-120.87856	28200	-0.067200676	279869.9	-0.0010478348	-2407.9375	2.718447	-0.00019456267	37.4163453578949
47	-781.8378	131.3944	-443.30524	-886.4	15.578947	-123.13729	0.3714837	-121.72836	-123.235275	28800	-0.049026825	286644.06	-0.0008168481	-2524.375	2.7484074	-0.00010779003	38.03502130508423
48	-759.7088	157.59082	-402.33054	-886.4	15.594595	-125.563805	0.35281232	-124.20698	-125.655556	29400	-0.06814537	228539.5	-0.0010394305	-1994.6719	2.719859	-4.7895708e-05	38.789445638656616
49	-754.0357	148.08461	-327.83206	-886.4	18.181818	-127.76047	0.31778	-126.44323	-127.83714	30000	-0.009621442	268442.62	-0.0007800367	-2405.3125	2.709923	4.486978e-05	39.75396013259888
50	-764.27136	148.34906	-385.45627	-886.4	16.222221	-130.13156	0.32504418	-128.86363	-130.21492	30600	-0.07275517	243653.81	-0.0005347207	-2187.4062	2.6775427	-0.00083812716	41.294108867645264
51	-761.00385	129.57007	-454.5916	-886.4	19.225807	-132.44255	0.29287624	-131.20865	-132.5121	31200	0.014585514	282595.84	-0.0005852347	-2596.4375	2.705248	0.00026201704	42.258198261260986
52	-779.30634	132.79338	-404.29254	-886.4	15.282051	-134.91927	0.31596377	-133.73705	-135.00374	31800	-0.069132425	276859.9	-0.0008346066	-2556.2188	2.7472453	0.0003054466	43.27171444892883
53	-751.9697	185.43744	-200.16042	-886.4	15.333333	-137.16325	2.1713023	-104.59524	-137.49452	32400	-0.052907925	225580.19	-0.0012081973	-2035.5	2.7272937	-0.00031077603	44.11962914466858
54	-791.46826	113.017654	-462.94772	-886.4	15.648648	-139.64764	0.28440714	-138.5539	-139.72162	33000	-0.04919847	289661.25	-0.0008527674	-2637.4062	2.7314672	0.0005702879	45.13926672935486
55	-774.74615	135.354	-510.71292	-886.4	15.621622	-142.17883	0.27352494	-141.12694	-142.24998	33600	-0.04121686	233457.69	-0.0010271966	-2196.1406	2.6873133	9.6804106e-05	45.9141058921814
56	-719.1848	184.57256	-294.2946	-886.4	19.225807	-144.53949	0.24270523	-143.51695	-144.5971	34200	-0.025030155	206654.2	-0.0009418931	-1892.4688	2.6604095	-0.0008205569	46.8242290019989
57	-758.0061	139.4992	-476.0783	-904.3414	18.64516	-146.72885	0.23587228	-145.7351	-146.78487	34800	-0.03708562	255182.19	-0.0010073856	-2329.9688	2.7353997	-7.2563686e-05	48.0014066696167
58	-771.3046	118.80579	-465.91644	-886.4	19.966667	-149.14618	0.225815	-148.17873	-149.1989	35400	-0.06593157	298027.03	-0.00059089065	-2878.5625	2.7741442	0.0006754092	48.93610692024231
59	-772.45087	126.787315	-569.29333	-886.4	16.542856	-151.82578	0.2357949	-150.89244	-151.88535	36000	-0.059419513	233346.14	-0.00086790696	-2274.0312	2.6779504	0.0003932365	49.810476779937744
60	-704.3936	188.35086	-268.7228	-886.4	21.142857	-154.26176	0.20542127	-153.35023	-154.30806	36600	-0.084715635	206076.08	-0.0010623336	-1877.5156	2.7097757	-0.0006927963	51.09486436843872
61	-735.3613	157.0992	-353.13437	-886.4	19.133333	-156.46817	0.20677945	-155.58226	-156.51643	37200	-0.051577516	203703.9	-0.00072263554	-1914.5938	2.6709156	0.00018319568	51.84356117248535
62	-740.7124	156.55803	-385.68436	-886.4	18.1875	-158.69586	0.20705952	-157.83759	-158.74583	37800	-0.04364162	198245.12	-0.0008996241	-1922.5938	2.657073	0.00018261353	52.696448802948
63	-742.93	157.19055	-401.10242	-886.4	17.69697	-160.9443	0.20341605	-160.11436	-160.99419	38400	-0.059586488	215051.34	-0.0011736527	-2051.6406	2.7082624	-2.7654767e-05	53.329442262649536
64	-768.6155	144.46677	-446.6721	-886.4	16.083334	-163.27148	0.2046971	-162.473	-163.32397	39000	-0.120955706	217563.12	-0.0009820089	-2127.3125	2.6802204	0.00026804348	54.25889849662781
65	-764.9646	148.53351	-380.37866	-886.4	16.285715	-165.65862	0.1943219	-164.88947	-165.70772	39600	-0.02407034	204152.8	-0.00040330738	-2002.5312	2.6792033	-0.00016216119	55.03121614456177
66	-743.13495	173.65031	-320.4685	-886.4	15.552631	-167.98563	0.19412601	-167.24936	-168.03682	40200	-0.05714044	174316.5	-0.0008825734	-1729.9844	2.6642687	-0.00069143553	55.96715545654297
67	-769.8124	152.02242	-371.20355	-886.4	14.897436	-170.16873	0.18852213	-169.46336	-170.21915	40800	-0.07058089	203068.9	-0.00065820664	-2006.9844	2.7081833	0.00013681829	56.6360604763031
68	-731.48505	162.39812	-376.71115	-898.3459	20.0	-172.5252	0.15771355	-171.83772	-172.56137	41400	-0.09555602	203810.5	-0.0009013936	-2099.0938	2.6802104	0.00016573389	57.26013779640198
69	-724.4686	158.83472	-399.38046	-886.4	18.5625	-174.93568	0.16021937	-174.27155	-174.97433	42000	-0.07245134	178734.4	-0.0011136457	-1882.4531	2.6575186	-1.9547939e-05	57.832067012786865
70	-726.09845	158.42093	-430.1617	-886.4	19.4	-177.24396	0.15091847	-176.5974	-177.2792	42600	-0.072837636	168462.55	-0.00057218224	-1782.1406	2.6320648	9.08792e-06	58.791961669921875
71	-703.54724	177.28828	-314.64838	-886.4	20.925926	-179.4986	0.13973019	-178.86702	-179.5295	43200	-0.025317913	151622.83	-0.0010684952	-1545.875	2.6311479	-7.55318e-05	59.36504316329956
72	-735.29224	164.72815	-330.62573	-886.4	17.575758	-181.60872	0.14942242	-180.99905	-181.64534	43800	-0.07394727	171561.14	-0.00090414286	-1778.5469	2.6564314	0.00048622867	59.934672832489014
73	-723.20966	182.24814	-313.9456	-886.4	18.225807	-183.87596	0.14049636	-183.28404	-183.90932	44400	-0.052721024	155877.23	-0.00040647015	-1569.6094	2.6039355	-0.00046285352	60.53231954574585
74	-728.7043	152.84157	-499.48016	-886.4	20.5	-186.0376	0.12993756	-185.46104	-186.06691	45000	-0.03594654	169315.5	-0.00059897825	-1836.6406	2.6794205	0.000829942	61.13763928413391
75	-740.22766	169.02876	-373.04398	-886.4	16.514286	-188.35805	0.1400114	-187.80386	-188.39343	45600	-0.08727323	162680.4	-0.00058056414	-1723.9531	2.642878	0.00027077258	61.73519444465637
76	-747.01904	175.13391	-375.34454	-886.4	16.285715	-190.63927	0.13493714	-190.1052	-190.67339	46200	-0.028152091	163425.34	-0.00076109543	-1683.375	2.6041017	0.00024526715	62.315006494522095
77	-692.91315	193.71854	-334.6545	-886.4	18.966667	-192.90643	0.1209966	-192.38805	-192.93468	46800	-0.087856404	122349.02	-0.0013492703	-1293.3203	2.6250312	-1.3157527e-05	62.907952547073364
78	-719.438	182.1957	-365.46683	-886.4	18.121212	-194.91673	0.122659855	-194.41628	-194.94681	47400	-0.09901927	149865.55	-0.0009778738	-1660.4844	2.6686316	0.00022271732	63.495176553726196
79	-695.92737	230.08745	-270.19388	-886.4	15.833333	-197.175	0.12345941	-196.6934	-197.20665	48000	-0.06101475	96676.07	-0.0015101954	-938.2578	2.640965	-0.0005224278	64.0785744190216
80	-769.535	160.45068	-425.02286	-886.4	13.72093	-198.93105	0.12881579	-198.47314	-198.9673	48600	-0.07581553	152927.34	-0.00044676661	-1742.1719	2.6547716	1.4950832e-06	64.98195052146912
81	-695.1143	211.96066	-186.73048	-886.4	18.935484	-201.2719	0.10560626	-200.82697	-201.29697	49200	-0.06561587	133269.72	-0.0015273169	-1414.7812	2.6483762	0.00012322604	65.56225204467773
82	-739.9653	182.08794	-363.4701	-886.4	15.405405	-203.43091	0.110931024	-203.00432	-203.45978	49800	-0.11752323	130965.83	-0.00085227937	-1458.7891	2.62211	0.00011775831	66.148512840271
83	-661.7452	211.28503	-284.7453	-886.4	21.296297	-205.6303	0.09235249	-205.21286	-205.65071	50400	-0.019679962	112349.016	-0.0007120278	-1223.2812	2.6673648	0.000512992	66.72982287406921
84	-753.40515	182.17038	-339.4773	-886.4	14.2	-207.65709	0.10781866	-207.25896	-207.68628	51000	-0.10016331	132154.05	-0.0008645654	-1463.8203	2.627519	0.00034777264	67.29298233985901
85	-737.5602	184.47249	-273.23505	-886.4	15.972222	-209.87823	0.09842279	-209.49432	-209.90349	51600	-0.13623743	132361.69	-0.0007683933	-1514.6875	2.6677434	8.020659e-05	67.91825819015503
86	-699.51965	215.13997	-150.12198	-886.4	16.971428	-212.15805	0.093407765	-211.78835	-212.18167	52200	-0.039247368	112762.51	-0.0011765994	-1250.6172	2.659554	-8.29496e-05	68.51621437072754
87	-695.5923	241.43715	-159.96043	-886.4	15.052631	-214.25471	0.09363799	-213.89955	-214.27939	52800	-0.12338966	89360.47	-0.0013004094	-861.125	2.6192634	-0.00027272006	69.11391520500183
88	-646.60345	236.84245	-187.93799	-886.4	19.48276	-215.90747	1.1420316	-203.08983	-216.03612	53400	-0.058078703	83582.14	-0.00068522245	-854.7656	2.5717854	-0.0007978825	69.68862867355347
89	-659.0201	225.00388	-89.41475	-886.4	20.857143	-217.68976	1.0634183	-204.7411	-217.79404	54000	-0.08862989	102465.96	-0.0012329519	-1159.8672	2.6059	-0.000547384	70.27530860900879
90	-636.4689	226.32423	-324.25806	-886.4	20.392857	-219.82603	0.074593425	-219.49504	-219.84285	54600	-0.060133897	80195.84	-0.0009508841	-904.8828	2.6110635	-0.00029350043	71.21391296386719
91	-705.0305	219.20613	-275.02347	-886.4	16.38889	-221.66136	0.52550465	-208.95654	-221.70369	55200	-0.05058687	99019.38	-0.0009531006	-1153.6562	2.5874634	-0.00021667859	71.79319715499878
92	-736.8286	198.06773	-340.78165	-886.4	13.926829	-223.76526	0.08365669	-223.46033	-223.78822	55800	-0.114388354	99367.07	-0.00049678236	-1215.125	2.6856902	-0.0002784594	72.37718319892883
93	-706.37134	223.60954	-286.12494	-886.4	14.538462	-225.93625	0.078121305	-225.64394	-225.95712	56400	-0.09465871	86674.85	-0.0012232885	-933.3906	2.6047099	-0.00045300543	72.97159576416016
94	-645.14	237.73254	-203.49954	-886.4	20.655172	-227.83136	0.7687198	-214.23749	-227.89206	57000	-0.13062544	97515.79	-0.0009175241	-1102.4688	2.5975134	0.0005673784	73.55654120445251
95	-710.64044	222.2466	-173.54721	-886.4	15.368421	-229.8738	1.0858133	-216.18936	-229.98154	57600	-0.15100282	97933.92	-0.0010372251	-1135.5469	2.6206114	0.0004042242	74.12159872055054
96	-692.85315	245.92659	-225.90393	-886.4	13.902439	-231.9162	1.5738325	-218.20683	-232.12938	58200	-0.10933333	59680.652	-0.0008025542	-620.6914	2.59097	-0.00052844424	74.70971846580505
97	-685.06116	217.14372	-318.8462	-886.4	18.3125	-233.74263	0.06151661	-233.48766	-233.75749	58800	-0.109400876	95646.11	-0.0010550842	-1189.3828	2.6736932	0.00022660453	75.33610844612122
98	-657.04095	226.71938	-287.74777	-886.4	19.4	-235.9469	0.057938553	-235.69867	-235.96042	59400	-0.07915911	71472.414	-0.00081352144	-945.3594	2.5787358	4.635513e-05	75.93492603302002
99	-653.51196	252.90579	-243.45499	-886.4	16.583334	-237.97438	0.061333094	-237.7351	-237.99008	60000	-0.08659954	56860.72	-0.0007647276	-630.5781	2.568208	-7.683694e-05	76.56609296798706
100	-667.03564	246.91005	-221.1291	-886.4	16.37143	-239.65776	0.058584396	-239.42587	-239.67256	60600	-0.12347804	58647.246	-0.0007069856	-645.58594	2.656939	0.00010576228	77.53885293006897
101	-601.38055	252.3999	-264.49332	-886.4	19.9	-241.35916	0.05279094	-241.133	-241.37149	61200	-0.086359926	42929.1	-0.00063665956	-522.2383	2.5742083	-0.00017302195	78.12004733085632
102	-612.92975	262.5896	-159.79756	-886.4	19.633333	-242.91959	0.051510733	-242.6989	-242.93161	61800	-0.13329329	65312.0	-0.0014318228	-654.60156	2.6024587	-0.00066048565	78.67210507392883
103	-721.0871	212.88596	-294.974	-886.4	14.8	-244.66052	0.057326533	-244.44884	-244.67604	62400	-0.10768239	88277.66	-0.00090281665	-1208.5859	2.582015	0.0003838257	79.2585802078247
104	-642.5013	259.29196	-204.8306	-886.4	17.0	-247.02818	0.051764496	-246.82329	-247.04126	63000	-0.11975563	45375.96	-0.00031795353	-543.97266	2.5050795	-0.00014788787	79.84668707847595
105	-685.76544	232.57259	-219.68494	-886.4	16.62857	-248.70297	0.05004366	-248.50491	-248.71564	63600	-0.11552098	73254.414	-0.00059171766	-934.7344	2.6361945	0.00050427875	80.42724299430847
106	-630.69055	259.59247	-220.28836	-886.4	17.848484	-250.82141	0.04707229	-250.62933	-250.83293	64200	-0.099589385	42068.965	-0.00083333254	-513.03125	2.5324094	-0.00039830685	81.04209399223328
107	-700.41113	240.82379	-226.28009	-886.4	14.097561	-252.46318	0.050420944	-252.27942	-252.47704	64800	-0.10476925	57758.473	-0.00052864105	-689.4336	2.5833158	8.404215e-05	81.64206790924072
108	-649.3181	259.91797	-215.83688	-886.4	16.108109	-254.33325	0.04609098	-254.15604	-254.34528	65400	-0.10072627	44309.434	-0.00085955113	-496.29688	2.555692	0.00024274628	82.32515811920166
109	-747.1756	220.73117	-179.31085	-886.4	11.34	-255.96605	0.05093192	-255.7989	-255.98154	66000	-0.1414935	74176.766	-0.0014124066	-900.64844	2.5917652	-0.0007388262	82.92968845367432
110	-673.6452	248.1501	-212.60306	-886.4	16.11111	-258.13538	0.041475963	-257.97363	-258.14606	66600	-0.16500506	64802.906	-0.001373753	-773.79297	2.6261754	0.00033945142	84.07709336280823
111	-698.0243	244.13748	-195.91118	-886.4	13.690476	-260.19852	0.042891778	-260.04413	-260.21042	67200	-0.16913325	53277.7	-0.00077034533	-644.03906	2.576283	0.00023004612	84.69640779495239
112	-637.9944	261.77408	-191.71483	-886.4	16.714285	-262.10052	0.037846006	-261.95074	-262.1101	67800	-0.15518163	38725.457	-0.0009848773	-445.9961	2.5964673	-7.475853e-05	85.30737948417664
113	-680.3489	253.98654	-220.83531	-886.4	14.589744	-263.7092	0.03850303	-263.56512	-263.71948	68400	-0.17731185	52509.793	-0.0009331554	-565.4375	2.5142295	-7.351359e-05	85.88523387908936
114	-656.0422	264.40643	-215.03339	-886.4	15.578947	-265.50897	0.036653172	-265.36996	-265.51865	69000	-0.099796705	36983.07	-0.00026956946	-414.27734	2.5665486	0.00044336042	86.46115922927856
115	-594.42487	269.1554	-163.73123	-886.4	19.633333	-267.09738	0.031775814	-266.96127	-267.10483	69600	-0.10359356	39374.832	-0.00070911646	-406.9336	2.559202	3.008167e-05	87.05186653137207
116	-613.7559	250.23183	-181.47464	-886.4	20.448277	-268.6741	0.030567998	-268.54086	-268.68112	70200	-0.099705875	55671.11	-0.00061076134	-743.1367	2.6099787	0.0006837755	87.64272379875183
117	-612.05005	272.5418	-159.12387	-886.4	18.03125	-270.7913	0.031335704	-270.6614	-270.79886	70800	-0.12743965	34372.914	-0.0008274317	-358.22266	2.5829003	0.00010506332	88.22644186019897
118	-595.03345	255.04892	-252.6608	-886.4	20.448277	-272.34204	0.029185034	-272.2148	-272.34872	71400	-0.081796885	38360.688	-0.0004576668	-492.6953	2.5937536	0.00026572068	88.83398580551147
119	-642.174	280.4272	-83.749756	-886.4	15.236842	-274.08282	0.6758278	-257.6559	-274.12173	72000	-0.1646206	40476.12	-0.00094628334	-446.84766	2.562925	9.669522e-05	89.58156418800354
120	-580.20074	305.57193	-150.15036	-886.4	16.857143	-273.71906	5.158919	-259.03308	-275.59378	72600	-0.078116365	32735.557	-0.00080098957	-167.00977	2.5380085	-0.0003630994	90.78519916534424
121	-563.3796	307.16147	-165.10857	-886.4	17.969696	-274.07587	5.7964153	-259.84976	-276.4742	73200	-0.1489585	29363.326	-0.0010519475	-116.33984	2.51135	-0.0005528512	91.406667470932
122	-531.80695	307.64194	-91.24501	-886.4	19.533333	-275.43204	5.0723586	-260.53046	-277.20932	73800	-0.11549309	25498.445	-0.0012207031	-126.291016	2.499315	-0.00039323678	91.9881272315979
123	-644.9732	270.7984	-106.55288	-886.4	16.333334	-276.27472	4.781593	-261.1268	-277.85928	74400	-0.1487662	44126.75	-0.0010847747	-472.01172	2.546051	0.00015647431	92.57224202156067
124	-581.9966	299.0399	-125.32786	-886.4	17.411764	-277.65076	5.305311	-262.81302	-279.66177	75000	-0.11581502	25179.38	-0.0008684546	-182.81836	2.4950793	-0.000669688	93.16472172737122
125	-699.63715	264.02045	-175.52423	-886.4	12.244898	-278.8062	5.2089324	-263.78656	-280.7089	75600	-0.15374404	44368.406	-0.00077188015	-456.96484	2.5205579	-8.143783e-06	93.75365614891052
126	-545.49335	287.68692	-169.18346	-886.4	19.633333	-279.94458	5.8658905	-265.44116	-282.4787	76200	-0.12725373	17046.553	-0.00069864094	-142.60938	2.501628	2.67149e-05	94.3577048778534
127	-629.5579	312.8474	-23.714855	-886.4	13.636364	-279.0799	7.28094	-266.39288	-283.50513	76800	-0.15264577	31867.88	-0.0013982952	-355.5	2.4904459	-0.0008032146	95.07956886291504
128	-648.7129	278.60684	-179.85605	-886.4	15.526316	-279.059	7.526599	-266.91238	-284.1133	77400	-0.11528052	38267.555	-0.0006405562	-540.28906	2.4925363	0.00019331614	95.8720932006836
129	-610.0312	259.0181	-156.75298	-886.4	20.413794	-283.93625	5.270313	-268.53824	-285.8652	78000	-0.06599784	47721.254	-0.0011094883	-811.0664	2.5857453	0.00035175335	96.62670588493347
130	-620.3948	285.98282	-136.08708	-886.4	16.657143	-284.09378	7.3033347	-270.98605	-288.48187	78600	-0.18058601	36846.6	-0.001194939	-388.52734	2.5214655	0.00021980474	97.73355197906494
131	-601.4172	299.8671	-147.95354	-886.4	16.5	-283.1919	8.234444	-272.65036	-290.2694	79200	-0.19179949	29205.854	-0.0008111596	-210.74023	2.502818	0.00010939479	98.32390260696411
