Epoch	AverageEpRet	StdEpRet	MaxEpRet	MinEpRet	EpLen	AverageVVals	StdVVals	MaxVVals	MinVVals	TotalEnvInteracts	LossPi	LossV	DeltaLossPi	DeltaLossV	KL	BacktrackIters	Time
0	-848.5236	57.5033	-690.9855	-898.10754	9.459017	0.50653976	0.31061074	1.58236	-0.1093968	600	-3.218651e-08	598132.94	-0.04569966	-6809.9375	0.009109377	0.0	0.6603562831878662
1	-801.6841	84.63941	-597.91016	-886.4	15.052631	-4.2368684	0.96984804	-0.6481475	-5.0852013	1200	-6.635984e-08	520475.3	-0.037053157	-4907.7812	0.008917066	0.0	1.02211332321167
2	-824.4812	94.867035	-432.5829	-886.4	11.82	-7.551792	1.9164819	-1.4171169	-8.281198	1800	1.4543534e-07	525003.0	-0.036692683	-3800.3438	0.0088736415	0.0	1.3759095668792725
3	-800.87585	101.470406	-541.3083	-886.4	15.210526	-10.4350195	2.0101268	-2.8218856	-10.98511	2400	-1.1920929e-07	457033.9	-0.035021745	-3338.875	0.009220105	0.0	1.7348065376281738
4	-806.1524	93.61235	-564.37964	-886.4	16.914286	-13.026973	2.169822	-4.4399905	-13.583853	3000	-1.9550323e-07	508526.72	-0.031295024	-3803.4062	0.008946871	0.0	2.088209629058838
5	-785.6215	123.77069	-483.90048	-886.4	15.972222	-15.723297	2.3818758	-6.432511	-16.338692	3600	-8.90096e-08	412751.3	-0.030811666	-3077.9375	0.007874026	0.0	2.4359006881713867
6	-769.9437	160.37453	-229.27663	-886.4	14.195122	-18.098625	2.601196	-8.673855	-18.833778	4200	-4.1325887e-08	360616.75	-0.03376493	-2714.4688	0.008804272	0.0	2.772470235824585
7	-736.1772	163.92433	-308.38422	-886.4	18.65625	-20.616657	2.2740722	-11.190718	-21.168673	4800	-2.9404958e-08	349768.1	-0.03497254	-2782.1875	0.0092330715	0.0	3.1235127449035645
8	-709.8447	217.3041	-143.5015	-886.4	16.857143	-22.933525	2.3939183	-13.60152	-23.57367	5400	1.1920929e-08	273447.0	-0.03117845	-2145.9375	0.0076946495	0.0	3.478029251098633
9	-681.1116	232.61919	-257.10297	-886.4	17.272728	-25.161947	2.239609	-16.024288	-25.712944	6000	5.5631e-09	228192.16	-0.028816903	-1741.625	0.0062822667	0.0	3.8304731845855713
10	-669.1037	233.289	-174.10199	-886.4	18.71875	-27.155062	2.129901	-18.326517	-27.67045	6600	-8.503596e-08	246793.58	-0.033181876	-2003.8125	0.007727045	0.0	4.301103353500366
11	-585.9857	228.3447	-211.87198	-886.4	24.0	-29.411549	1.8067572	-20.74681	-29.790154	7200	-5.761782e-09	207913.94	-0.03424236	-1793.7031	0.008510241	0.0	4.6522791385650635
12	-626.0681	256.76443	-139.31116	-886.4	19.833334	-31.39062	1.9775246	-22.918493	-31.853662	7800	1.4503797e-07	201389.25	-0.033006955	-1695.3281	0.008019063	0.0	5.009570598602295
13	-545.17566	288.35712	-46.206062	-886.4	20.448277	-33.42737	1.8840221	-25.270653	-33.87114	8400	-2.3841857e-09	128370.7	-0.027950235	-1081.6641	0.007312065	0.0	5.344738483428955
14	-492.4515	282.03308	-124.6562	-886.4	22.384615	-35.154953	1.7094597	-27.279976	-35.527344	9000	-2.7020773e-08	107435.19	-0.023769392	-904.3906	0.0060968385	1.0	5.672050476074219
15	-495.4108	306.8537	-105.50781	-886.4	20.5	-36.674862	1.7124794	-29.07614	-37.06197	9600	-5.086263e-08	85263.53	-0.031074565	-697.60156	0.007130657	0.0	6.010551452636719
16	-476.0293	297.26526	-121.06027	-886.4	22.0	-38.089096	1.5843027	-30.790688	-38.434258	10200	5.4637592e-08	96395.57	-0.032348316	-782.3828	0.00714437	0.0	6.364786863327026
17	-440.79617	299.94702	-63.578575	-886.4	22.148148	-39.56203	1.5541958	-32.537453	-39.907066	10800	1.1841456e-07	65570.72	-0.034417808	-620.1172	0.00795036	0.0	6.703369140625
18	-376.09848	273.46204	-62.5176	-886.4	24.5	-40.960663	1.4169855	-34.165142	-41.257473	11400	3.238519e-08	60756.766	-0.034567613	-557.5117	0.0082372995	0.0	7.077163457870483
