Epoch	AverageEpRet	StdEpRet	MaxEpRet	MinEpRet	EpLen	AverageVVals	StdVVals	MaxVVals	MinVVals	TotalEnvInteracts	LossPi	LossV	DeltaLossPi	DeltaLossV	Entropy	KL	ClipFrac	StopIter	Time
22	-99.58339	169.23279	-25.478662	-886.4	25.391304	-40.4987	1.2351753	-34.447624	-40.75123	13800	1.9073486e-08	2277.3508	-0.01913308	-10.530518	1.6320812	0.011284089	0.15333334	79.0	15.202373027801514
23	-87.68283	171.70207	-25.24686	-886.4	25.347826	-40.71135	1.2222381	-34.723694	-40.961628	14400	-9.536743e-09	1787.403	-0.020387784	-2.6325684	1.6282107	0.006481957	0.19666667	79.0	15.827007055282593
24	-96.09605	170.03049	-29.300251	-886.4	25.434782	-40.818604	1.2093581	-34.89403	-41.066135	15000	2.22524e-08	2118.5046	-0.021834584	-7.1643066	1.6352711	0.005215082	0.123333335	79.0	16.44755506515503
25	-185.82333	299.49564	-26.64065	-886.4	22.615385	-40.958668	1.2652632	-35.12995	-41.234066	15600	-6.357829e-09	5659.479	-0.020071074	-11.686523	1.6171979	-0.0032325904	0.061666667	79.0	17.111923694610596
26	-129.59746	229.64215	-25.56752	-886.4	24.5	-41.185387	1.1764061	-35.54358	-41.431274	16200	6.357829e-09	3535.28	-0.018102733	-10.378662	1.5734215	0.010178194	0.08166666	79.0	17.827391147613525
27	-164.22345	267.8496	-23.425861	-886.4	23.4	-41.391533	1.171573	-35.886814	-41.64149	16800	-3.973643e-09	4915.781	-0.022885423	-16.958008	1.6046393	0.0065210224	0.155	79.0	18.503808975219727
28	-83.42918	172.64766	-24.422573	-886.4	25.217392	-41.687828	1.0945194	-36.325817	-41.911575	17400	-1.9073486e-08	1721.1353	-0.022160944	-1.3564453	1.5050159	0.0051528956	0.19333333	79.0	19.165287733078003
29	-88.41073	171.55234	-22.555857	-886.4	25.434782	-41.77813	1.0795373	-36.489544	-41.999115	18000	-2.5431316e-08	1813.1544	-0.020143239	-2.9473877	1.4981111	0.005761985	0.19833334	79.0	19.877938985824585
30	-63.327797	32.019875	-22.42472	-139.94968	26.272728	-41.907394	1.0452986	-36.67184	-42.116436	18600	2.3841857e-09	1469.2991	-0.023905909	-9.339722	1.4243965	0.016312594	0.14666666	17.0	20.675464153289795
31	-132.31664	223.41504	-44.861755	-886.4	23.96	-42.10588	1.1050483	-36.913734	-42.341694	19200	-3.1789146e-08	3478.0264	-0.016523704	-17.296875	1.4147671	0.017337147	0.045	19.0	21.21260142326355
32	-92.44841	170.49734	-27.46948	-886.4	25.086956	-42.436146	1.0406045	-37.33829	-42.64912	19800	-1.2715658e-08	1789.0253	-0.019244913	-5.8165283	1.3725795	0.011909357	0.111666664	79.0	21.84360909461975
33	-51.229103	14.367503	-24.167929	-87.50457	26.227272	-42.640755	1.0049105	-37.607506	-42.84188	20400	5.3644182e-09	265.3215	-0.01863253	-1.8375854	1.3438475	0.01624831	0.125	19.0	22.40593671798706
34	-84.45734	171.80724	-18.58	-886.4	25.47826	-42.74601	1.0224062	-37.737297	-42.955257	21000	-6.357829e-09	1517.1097	-0.015999757	-1.3684082	1.2251825	0.008624231	0.086666666	79.0	23.06331205368042
35	-54.8386	17.365067	-30.450865	-85.18707	26.59091	-42.844967	0.9892497	-37.89019	-43.04328	21600	4.1325887e-08	437.23126	-0.023748282	-3.7029724	1.3136824	0.015378437	0.14166667	34.0	23.650678157806396
36	-53.68909	22.261503	-22.549198	-109.22854	26.363636	-43.00343	0.98608845	-38.06446	-43.200893	22200	1.7881393e-09	604.986	-0.019904627	-3.2703857	1.3880501	0.016293997	0.185	18.0	24.206815719604492
37	-63.160446	25.514824	-20.681826	-108.86836	26.181818	-43.16041	0.9842222	-38.230778	-43.357357	22800	-3.9339067e-08	987.445	-0.02393638	-10.272949	1.3412472	0.01681713	0.096666664	21.0	24.771667957305908
38	-89.184784	171.37035	-20.09293	-886.4	25.173914	-43.426888	1.002118	-38.517582	-43.632076	23400	1.7484028e-08	1762.8234	-0.01532981	-3.9985352	1.3716693	0.01558582	0.16	19.0	25.307528257369995
39	-54.23728	22.234339	-21.252596	-122.9836	26.818182	-43.617344	0.96752274	-38.771374	-43.811264	24000	-1.6291937e-08	624.9425	-0.026614325	-3.9265137	1.2984948	0.011002549	0.16666667	79.0	25.9940767288208
40	-53.10281	21.561342	-28.788324	-108.12598	26.681818	-43.798702	0.96409005	-38.969936	-43.991898	24600	2.5629998e-08	549.7046	-0.02861848	-3.0098267	1.2362323	0.014272742	0.14	79.0	26.89419674873352
41	-50.36085	17.942427	-25.859703	-87.8019	26.272728	-43.963104	0.96211946	-39.144165	-44.15557	25200	1.3113022e-08	346.84363	-0.028852623	-1.3611755	1.2932477	0.0105688935	0.14166667	79.0	27.522521495819092
42	-51.61631	19.092676	-20.146566	-89.031815	26.681818	-44.077625	0.95983815	-39.270138	-44.269875	25800	6.9538753e-09	414.60504	-0.02349305	-1.9846802	1.2762144	0.003468246	0.111666664	79.0	28.1749746799469
43	-59.559177	26.447742	-21.854383	-112.4429	27.09091	-44.213654	0.9575721	-39.41752	-44.405476	26400	5.086263e-08	954.15356	-0.021428218	-9.237122	1.412033	0.020453729	0.16166666	10.0	28.732235193252563
44	-51.436172	21.90108	-19.688768	-104.064835	26.636364	-44.507645	0.9554361	-39.722218	-44.699017	27000	-9.338061e-09	522.2833	-0.020866722	-2.1742554	1.3241509	0.017055145	0.145	16.0	29.301687717437744
45	-80.69483	172.54271	-26.62894	-886.4	25.434782	-44.659595	0.972693	-39.89445	-44.858925	27600	-7.947286e-09	1462.0989	-0.013029162	-0.32556152	1.4103056	0.015389754	0.11	29.0	29.893699884414673
46	-90.93354	171.58348	-24.642855	-886.4	25.565218	-44.68937	0.9546566	-40.01257	-44.88491	28200	-1.2715658e-08	2003.1235	-0.0131415455	-5.477295	1.269911	0.015584707	0.051666666	15.0	30.456861972808838
47	-52.85837	18.626831	-28.884518	-95.3239	26.5	-44.926147	0.9158259	-40.339085	-45.10942	28800	1.7086665e-08	389.8708	-0.021677038	-2.73938	1.238129	0.015216405	0.11666667	54.0	31.038634061813354
48	-51.386795	24.427332	-24.149591	-110.35013	26.90909	-45.110016	0.9114563	-40.544846	-45.292427	29400	-1.0331472e-08	645.7395	-0.017308226	-2.0877075	1.2870452	0.016517896	0.16	17.0	31.57636594772339
49	-43.9557	13.601986	-25.6993	-84.64693	26.727272	-45.270397	0.90918255	-40.71664	-45.45267	30000	2.3295483e-08	188.70912	-0.011752965	-0.022994995	1.2691187	0.015494666	0.07666667	10.0	32.1261522769928
50	-47.5003	13.249331	-24.952423	-77.44279	26.681818	-45.262417	0.90688616	-40.720142	-45.444	30600	2.6226044e-08	177.39182	-0.028916137	-0.20962524	1.327735	0.00397512	0.123333335	79.0	33.06047058105469
51	-50.25613	22.280546	-20.548943	-106.83071	27.09091	-45.309853	0.9043511	-40.780285	-45.491055	31200	1.2616317e-08	529.65216	-0.017073616	-1.3841553	1.3778912	0.01784781	0.14333333	13.0	33.63220262527466
52	-58.43119	31.110313	-19.763433	-137.46762	26.545454	-45.443554	0.9019495	-40.926003	-45.62406	31800	7.152557e-09	1115.2441	-0.025359841	-8.199951	1.417738	0.018110054	0.17	18.0	34.20623207092285
53	-81.07503	172.95758	-19.027441	-886.4	25.73913	-45.76756	0.9176043	-41.272274	-45.955395	32400	1.9073486e-08	1650.1746	-0.017674163	-0.36901855	1.3807133	0.0102690775	0.12833333	79.0	34.87139964103699
54	-122.2291	231.47769	-27.185184	-886.4	24.541666	-45.808426	0.91335225	-41.428165	-45.999313	33000	-9.536743e-09	2936.6074	-0.018905614	-6.0895996	1.3693343	0.0065016993	0.16833334	79.0	35.55116271972656
55	-46.974533	16.466864	-22.672497	-85.505486	26.636364	-46.08336	0.83611417	-41.89557	-46.250854	33600	-1.5298525e-08	266.51297	-0.027433852	-0.0914917	1.3339417	0.015287749	0.145	70.0	36.20664095878601
56	-56.38633	23.21509	-23.732992	-103.56449	27.09091	-46.137363	0.82919973	-41.984207	-46.30351	34200	2.7219455e-08	648.60645	-0.029401934	-6.3496704	1.3500148	0.008918875	0.11666667	79.0	36.82537817955017
57	-118.7087	232.2101	-25.41413	-886.4	24.791666	-46.43332	0.8608997	-42.304615	-46.6133	34800	-9.536743e-09	2756.8416	-0.017842067	-3.315918	1.3424801	0.00053399283	0.10333333	79.0	37.421971797943115
58	-47.87454	21.878445	-21.262598	-118.157074	26.90909	-46.65189	0.78833723	-42.70338	-46.809715	35400	7.152557e-09	494.5127	-0.010771685	-0.22872925	1.2328362	0.01796871	0.068333335	9.0	37.97526836395264
59	-89.73548	171.49019	-24.362669	-886.4	25.913044	-46.715992	0.7979448	-42.80692	-46.87947	36000	-2.5431316e-08	1840.7617	-0.011813163	-5.2175293	1.3278313	0.01622905	0.096666664	14.0	38.51278305053711
60	-94.02132	169.5936	-24.075047	-886.4	25.26087	-47.007946	0.77786106	-43.19725	-47.167255	36600	3.1789145e-09	1525.227	-0.01501486	-10.770508	1.3229052	0.007012563	0.08166666	79.0	39.45801758766174
61	-49.227757	22.75007	-18.280653	-92.451515	26.545454	-47.461773	0.7404961	-43.7529	-47.610172	37200	4.371007e-09	502.56863	-0.031177845	-0.29086304	1.1961422	0.00083474634	0.14333333	79.0	40.11020565032959
62	-93.13999	170.54286	-27.204933	-886.4	25.956522	-47.557735	0.7513102	-43.877132	-47.71183	37800	-6.357829e-09	1770.8204	-0.016075172	-9.196289	1.2541595	0.01538198	0.096666664	68.0	40.75727725028992
63	-44.97417	13.5617285	-22.765556	-74.56575	26.772728	-47.97937	0.7167144	-44.389637	-48.1233	38400	1.2119611e-08	189.78549	-0.023615282	-0.42504883	1.2382888	0.012312415	0.11	79.0	41.43726658821106
64	-83.37194	172.36353	-23.835026	-886.4	25.73913	-47.904385	0.72689843	-44.34336	-48.053265	39000	0.0	1594.7236	-0.017069736	-0.31884766	1.2139298	0.009504991	0.14833333	79.0	42.093947887420654
65	-49.99353	24.799252	-24.447655	-121.99046	26.818182	-47.91468	0.6917894	-44.44977	-48.05342	39600	3.2583873e-08	626.3378	-0.014852874	-0.44232178	1.1612598	0.01802623	0.105	10.0	42.621689558029175
66	-53.544067	19.701075	-28.279919	-94.89669	26.818182	-48.012905	0.68778884	-44.56804	-48.150948	40200	3.417333e-08	422.15823	-0.023197388	-2.8757324	1.1390494	0.008826811	0.13833334	79.0	43.210142850875854
67	-55.271385	22.792759	-22.449968	-96.641815	26.681818	-48.273174	0.68649125	-44.83478	-48.410725	40800	1.9868216e-08	557.95386	-0.017928177	-4.4490356	1.1191442	0.016482763	0.10333333	14.0	43.749775886535645
68	-40.905293	17.95448	-20.900673	-95.379585	26.818182	-48.611042	0.6850143	-45.180077	-48.74858	41400	-6.9538753e-09	372.10477	-0.033901226	-4.943573	1.093666	0.00045794685	0.19333333	79.0	44.393911838531494
69	-49.465885	13.713089	-23.062935	-75.373314	26.681818	-48.283237	0.6819642	-44.86753	-48.420006	42000	-6.1591465e-09	184.41705	-0.03232137	-0.015914917	1.0823702	0.012037918	0.11333334	79.0	45.041144609451294
70	-47.36842	18.665712	-21.703096	-103.37868	26.90909	-48.289284	0.6795845	-44.88551	-48.425686	42600	-3.774961e-09	351.60297	-0.028630333	-0.065460205	1.1207715	0.011653209	0.17333333	79.0	45.99074459075928
71	-42.549816	16.822351	-23.90756	-86.64998	27.0	-48.251797	0.67714125	-44.860264	-48.387775	43200	-3.3974647e-08	317.08234	-0.031261206	-3.1979675	1.1339266	0.008847954	0.18	79.0	46.64602875709534
72	-46.58872	15.479256	-22.208452	-72.093704	26.59091	-47.953213	0.6740305	-44.577255	-48.088474	43800	-1.6291937e-08	235.25928	-0.025353307	-0.32453918	1.167489	0.015254866	0.096666664	68.0	47.29399371147156
73	-48.896633	17.584106	-29.488543	-106.57827	27.045454	-47.837635	0.6711455	-44.47613	-47.97238	44400	-1.6291937e-08	302.69275	-0.013972483	-0.09140015	1.2131108	0.017786454	0.095	9.0	47.851141691207886
74	-45.42611	16.257069	-27.140366	-100.529945	26.727272	-47.88431	0.66866624	-44.53521	-48.01842	45000	-4.7683715e-09	270.63235	-0.017390879	-0.60824585	1.2223014	0.01633886	0.145	18.0	48.41506600379944
75	-47.85934	19.035688	-24.865252	-88.13998	27.045454	-47.7508	0.6656776	-44.416683	-47.884487	45600	2.135833e-09	366.38486	-0.029461475	-0.0068359375	1.2062566	0.008842565	0.17166667	79.0	49.03872203826904
76	-46.14399	20.627398	-19.864616	-84.40271	27.045454	-47.756023	0.6631621	-44.4345	-47.889153	46200	-9.23872e-09	428.88168	-0.010764395	-0.2738037	1.1381127	0.015021614	0.083333336	11.0	49.65653109550476
77	-52.497658	20.63013	-18.715359	-112.0346	26.772728	-47.662254	0.6602062	-44.35554	-47.794746	46800	8.940697e-09	445.52832	-0.02414914	-2.8921814	1.2062274	0.010403111	0.15	79.0	50.31265377998352
78	-47.007534	16.286074	-22.431164	-77.351074	26.636364	-47.973797	0.65823454	-44.676956	-48.10598	47400	2.5431316e-08	260.27567	-0.021046052	-0.078308105	1.2141712	0.015817437	0.225	17.0	50.85151982307434
79	-51.94504	26.162691	-24.707628	-122.614265	26.90909	-47.938133	0.6550981	-44.656994	-48.069603	48000	-4.371007e-09	698.0831	-0.016382838	-2.2180786	1.1904413	0.019601291	0.14666666	9.0	51.44029521942139
80	-53.79896	19.205935	-25.649588	-96.2091	27.136364	-48.222782	0.6528875	-44.95272	-48.353844	48600	-6.0598055e-09	407.33633	-0.018622573	-5.3607483	1.073244	0.017458372	0.20666666	16.0	52.371782302856445
81	-45.579506	16.940819	-20.352676	-99.05014	27.136364	-48.70002	0.65133166	-45.43775	-48.83073	49200	5.165736e-09	298.38318	-0.02934089	-0.9703064	1.1498264	0.006786615	0.13833334	79.0	53.04074192047119
82	-44.4566	10.823834	-24.53898	-64.2125	26.681818	-48.526154	0.6478411	-45.28136	-48.65607	49800	3.0994414e-08	131.37085	-0.02252681	-2.7481842	1.0912236	0.009488054	0.11333334	79.0	53.71846580505371
83	-47.835964	19.320982	-18.380146	-95.92834	26.727272	-48.170307	0.64354086	-44.947044	-48.29934	50400	-4.0928523e-08	363.41403	-0.014725924	-0.07571411	1.124224	0.018624002	0.058333334	9.0	54.27117109298706
84	-51.034794	17.260626	-25.074986	-78.04154	27.181818	-48.09104	0.6397634	-44.886723	-48.219498	51000	2.9007595e-08	308.59592	-0.020658221	-1.607666	1.0249571	0.018043157	0.10666667	14.0	54.789294719696045
85	-46.267326	19.341736	-22.228983	-104.16587	26.863636	-48.360703	0.6372345	-45.169044	-48.48867	51600	-8.940697e-09	384.17697	-0.021084713	-0.55895996	1.0418845	-0.0013898356	0.083333336	79.0	55.470011949539185
86	-43.464085	16.265535	-18.923092	-75.37237	26.863636	-48.213173	0.63336253	-45.04091	-48.340332	52200	5.165736e-09	284.75864	-0.02748302	-4.068573	1.0109104	0.012288611	0.17166667	79.0	56.21174597740173
87	-41.696793	14.290141	-22.956213	-76.501495	26.818182	-47.751842	0.6284145	-44.604355	-47.877872	52800	1.3113022e-08	236.22955	-0.031329907	-7.199768	1.1047767	0.0022076708	0.16333333	79.0	56.90426969528198
88	-48.528343	16.353909	-22.327696	-76.549164	26.818182	-47.11411	0.62265176	-43.995487	-47.239094	53400	-1.5894572e-09	267.07266	-0.01058239	-0.23080444	0.9298864	0.016504243	0.07833333	16.0	57.46399712562561
89	-44.244713	15.793408	-22.8524	-70.83271	26.954546	-47.19537	0.6192233	-44.09393	-47.31965	54000	-4.688899e-08	255.44145	-0.02353806	-1.5360107	1.0413462	0.0031431704	0.12166667	79.0	58.12660503387451
90	-42.54191	9.137143	-31.788456	-67.40394	26.863636	-46.91106	0.61449915	-43.83327	-47.03438	54600	-4.45048e-08	101.67335	-0.029571956	-4.0624847	0.94377095	0.009114918	0.21	79.0	59.072975635528564
91	-47.088028	14.288942	-24.033575	-78.22758	26.727272	-46.40606	0.608862	-43.3565	-46.52822	55200	2.324581e-08	199.97295	-0.022094741	-0.02532959	0.9692869	0.016013779	0.17166667	38.0	59.649481773376465
92	-40.7325	18.087307	-20.800344	-103.390816	26.863636	-46.423306	0.6048977	-43.393597	-46.5446	55800	-1.9868216e-08	365.72775	-0.024651147	-6.4790344	1.0182155	0.0119252615	0.185	79.0	60.37075662612915
93	-80.61782	172.49887	-19.66568	-886.4	25.608696	-45.78289	0.6110193	-42.789555	-45.90814	56400	-6.357829e-09	1442.3289	-0.01562862	-0.7495117	1.0301881	0.009572207	0.17	79.0	61.03967547416687
94	-48.593483	15.518774	-25.687946	-84.48217	27.136364	-45.66709	0.55455774	-42.889538	-45.778507	57000	-1.9073486e-08	247.75133	-0.021083692	-2.1397705	0.97024417	0.01527476	0.15333334	56.0	61.68341064453125
95	-47.25432	14.882975	-20.626165	-85.57383	27.0	-46.046543	0.54822594	-43.3007	-46.15668	57600	2.1345913e-08	219.4262	-0.01945163	-0.42622375	0.97808164	0.015464137	0.125	25.0	62.28961706161499
96	-41.408558	14.506657	-22.44816	-78.56443	26.90909	-46.243595	0.54569364	-43.510426	-46.353172	58200	2.6623407e-08	229.69547	-0.025382383	-5.7414093	1.0160968	0.010398338	0.10166667	79.0	63.011003732681274
97	-44.814613	19.167612	-23.26566	-92.19709	26.59091	-45.600597	0.5395053	-42.898438	-45.708904	58800	2.0464261e-08	357.15753	-0.02306962	-0.35263062	1.0274843	0.006160219	0.12166667	79.0	63.67561912536621
98	-48.126514	18.02131	-21.955559	-85.92164	26.727272	-45.39502	0.53497285	-42.715538	-45.50231	59400	1.7881393e-09	326.96844	-0.016016154	-1.9444275	1.0301082	0.018013027	0.09	11.0	64.26172924041748
99	-39.67299	14.75623	-17.681454	-73.81041	26.772728	-45.782104	0.5330927	-43.11206	-45.889168	60000	1.8874804e-08	252.92227	-0.012950999	-9.910858	0.965986	0.015862186	0.075	16.0	64.85223364830017
100	-37.870735	12.94018	-19.453232	-72.18994	27.045454	-44.897552	0.5255468	-42.265293	-45.003075	60600	1.6887983e-08	216.58041	-0.015014292	-14.637604	0.97267824	0.015630674	0.155	11.0	65.70768141746521
101	-42.48654	16.841465	-18.454056	-73.19517	26.818182	-43.723385	0.5165553	-41.136166	-43.82714	61200	1.1920929e-09	281.76636	-0.026604267	-0.6672363	0.9785624	0.0077784266	0.17333333	79.0	66.33816361427307
102	-52.225746	15.683795	-31.975193	-82.02721	26.545454	-43.414215	0.5114547	-40.852547	-43.516968	61800	-1.291434e-08	309.97894	-0.021241518	-21.51242	0.99555606	0.020763509	0.13	8.0	66.87046980857849
103	-44.873642	17.533426	-23.422852	-84.53038	26.818182	-44.810734	0.5140531	-42.23605	-44.913944	62400	-1.947085e-08	297.82117	-0.008764766	0.03366089	1.0006769	0.015136147	0.18833333	11.0	67.43222498893738
104	-53.863297	28.12292	-18.308247	-112.92775	27.0	-44.93817	0.51057464	-42.380905	-45.040676	63000	-1.947085e-08	891.46063	-0.02663427	-27.891663	0.938106	0.017506085	0.26166666	18.0	67.97988724708557
105	-46.13566	14.633982	-24.167637	-82.5017	26.863636	-46.589096	0.51415944	-44.01387	-46.692257	63600	1.6291937e-08	211.53221	-0.013664579	0.07539368	0.91986865	0.01629989	0.1	16.0	68.53864431381226
106	-42.24453	15.017904	-18.12273	-79.46826	26.636364	-46.680252	0.5105316	-44.123196	-46.78269	64200	1.6093255e-08	239.25797	-0.007936516	-7.101761	0.93904155	0.0155453235	0.06666667	7.0	69.05045557022095
107	-41.978027	12.915456	-24.983587	-72.30156	26.863636	-45.81057	0.5026627	-43.29294	-45.91154	64800	-1.9868216e-09	179.25699	-0.014997526	-5.5155945	0.8953168	0.0053129625	0.05	79.0	69.70283913612366
108	-46.13863	15.180616	-22.464853	-88.751656	26.818182	-44.98821	0.49504647	-42.508724	-45.087593	65400	1.09275184e-08	232.5174	-0.02685911	-0.41059875	0.8372375	0.006299563	0.19833334	79.0	70.457190990448
109	-38.56996	13.370709	-19.554817	-76.50394	26.727272	-45.16794	0.49178123	-42.704792	-45.266594	66000	2.9057265e-08	218.57964	-0.022272447	-15.517715	0.94592327	0.0054112743	0.11666667	79.0	71.17879629135132
110	-39.656708	11.480306	-21.712387	-63.43749	26.59091	-43.83458	0.48173591	-41.42174	-43.93117	66600	-4.1325887e-08	145.17307	-0.026577534	-7.057434	0.842102	0.0074894554	0.12666667	79.0	72.14820885658264
111	-39.717087	13.184208	-21.169985	-66.83369	26.40909	-42.83701	0.47305214	-40.467663	-42.9318	67200	-9.934108e-09	178.97081	-0.017242102	-3.940216	0.9937032	0.01636846	0.09166667	19.0	72.67382287979126
112	-42.195824	13.289614	-22.002575	-70.53642	26.545454	-42.089466	0.465409	-39.758408	-42.182755	67800	-1.37090685e-08	172.23584	-0.018145477	0.00491333	0.8875102	0.0085368445	0.13333334	79.0	73.41113018989563
113	-43.75236	13.986937	-19.850134	-73.00801	26.818182	-42.054836	0.46120054	-39.74486	-42.14732	68400	5.9604646e-09	196.46815	-0.028411807	-1.2706604	0.9442327	0.012980987	0.13666667	79.0	74.18523168563843
114	-36.780186	10.42794	-22.81091	-63.111423	26.636364	-42.47177	0.4592431	-40.171604	-42.563915	69000	2.0861626e-09	139.43352	-0.02769321	-13.141541	0.84016675	0.0035586783	0.15166667	79.0	74.94424033164978
115	-37.93163	14.876649	-19.905025	-89.365746	26.636364	-41.13558	0.448398	-38.88973	-41.22555	69600	1.7484028e-08	221.13531	-0.01944584	-5.429123	0.92387694	0.015731536	0.19666667	15.0	75.47287893295288
116	-36.48626	9.920382	-20.85833	-52.219574	26.545454	-40.177174	0.43906483	-37.978065	-40.265213	70200	-3.33786e-08	109.99101	-0.01836939	-6.3238144	0.8529188	0.012578795	0.08	79.0	76.10286498069763
117	-34.378334	10.722649	-18.96231	-57.126804	26.772728	-39.16312	0.42948377	-37.011993	-39.249226	70800	-1.5894572e-09	135.66054	-0.017446738	-11.028191	0.9219366	0.015848659	0.093333334	30.0	76.6852331161499
118	-77.778564	173.0929	-22.384474	-886.4	25.782608	-37.807076	0.42633858	-35.71849	-37.894543	71400	-1.4305114e-08	1468.2279	-0.010959118	-10.150024	0.77271914	0.017133372	0.08166666	12.0	77.25162076950073
119	-38.93278	11.750086	-23.374533	-59.293564	26.727272	-38.972424	0.37143567	-37.11205	-39.046947	72000	1.1920929e-08	135.64339	-0.01915752	0.016143799	0.8485368	0.006198245	0.135	79.0	77.9314956665039
