Epoch	AverageEpRet	StdEpRet	MaxEpRet	MinEpRet	EpLen	AverageVVals	StdVVals	MaxVVals	MinVVals	TotalEnvInteracts	LossPi	LossV	DeltaLossPi	DeltaLossV	KL	BacktrackIters	Time
0	-789.2151	95.62651	-330.7737	-885.7119	12.391304	2.2381434	0.84656966	3.3879626	0.0	600	7.947286e-08	509756.22	-0.037419513	-7718.875	0.0089641055	0.0	0.8845808506011963
1	-780.7555	82.91276	-571.06775	-879.7188	11.734694	-3.6302185	1.1268256	-0.65618354	-5.1911883	1200	3.1789146e-08	465584.75	-0.041371588	-5658.1875	0.009501327	0.0	1.3443183898925781
2	-753.6917	123.79449	-331.95135	-869.024	15.210526	-8.04501	1.7918565	-1.6125572	-8.886082	1800	1.66893e-08	418816.34	-0.03696973	-3571.9688	0.009469959	0.0	1.830075740814209
3	-737.2432	195.83981	-146.98207	-877.2316	11.288462	-10.671741	2.4495618	-2.9345412	-11.5757265	2400	-1.3748804e-07	313002.2	-0.034057558	-2382.2188	0.00844908	0.0	2.2080039978027344
4	-713.79834	167.98796	-345.37366	-877.3978	16.216217	-13.293585	2.1897883	-4.7731795	-13.883938	3000	-5.8809917e-08	316456.1	-0.030618353	-2735.875	0.0075958245	0.0	2.5944266319274902
5	-602.473	241.64984	-136.58154	-870.78076	20.892857	-15.9396515	2.0809596	-6.7104735	-16.419058	3600	8.662542e-08	222880.19	-0.025296563	-1867.5938	0.008449504	0.0	2.9738776683807373
6	-695.1934	221.31783	-76.89062	-883.196	13.27907	-17.832813	2.6489866	-8.425226	-18.594053	4200	8.106232e-08	233564.22	-0.03492564	-1932.5938	0.008124144	0.0	3.445828437805176
7	-641.6243	248.20409	-49.381767	-872.3095	16.166666	-20.136995	2.3798199	-10.859981	-20.76074	4800	-1.5894573e-08	218224.86	-0.030067226	-1843.0469	0.008835648	0.0	3.955518960952759
8	-624.7781	246.76228	-103.56769	-872.69794	16.857143	-22.34666	2.3086753	-13.211188	-22.937656	5400	-6.7551933e-09	196336.89	-0.026299043	-1769.5312	0.0066393246	1.0	4.465020179748535
9	-604.63684	291.0151	-57.652096	-886.0752	15.0	-24.462034	2.370327	-15.603755	-25.105608	6000	3.774961e-09	148082.1	-0.027663508	-1247.1406	0.008716303	0.0	4.933984279632568
10	-530.4385	329.71448	-37.59845	-881.87384	15.358974	-26.338451	2.2565453	-17.942593	-26.952877	6600	6.834666e-08	85490.734	-0.025139742	-687.1875	0.008556469	0.0	5.579679727554321
11	-445.64484	344.6664	-23.96584	-876.1642	16.914286	-27.83168	2.0157306	-19.874725	-28.349327	7200	-3.2583873e-08	50499.484	-0.025497474	-374.02344	0.008795336	0.0	6.005359172821045
12	-445.94003	356.29718	-39.262802	-879.45483	15.8918915	-28.894596	1.9635204	-21.343624	-29.407578	7800	1.4305114e-08	34334.355	-0.03072737	-243.30078	0.008308179	0.0	6.401194334030151
13	-383.3989	366.50027	-36.76445	-865.4943	16.852942	-29.81004	1.7788119	-22.663328	-30.255621	8400	-4.3710074e-08	27554.117	-0.02776272	-126.9375	0.0067494633	0.0	6.881901741027832
14	-424.2778	382.07568	-20.821877	-872.00446	15.025641	-30.399076	1.7969173	-23.675783	-30.881725	9000	-7.947286e-10	26961.37	-0.035254963	-124.2793	0.005298607	0.0	7.424414396286011
15	-371.474	371.7885	-19.484661	-871.65985	16.657143	-31.068632	1.5968962	-24.748055	-31.473946	9600	-1.2715658e-08	21956.104	-0.026541993	-99.15234	0.0070817424	0.0	7.949162244796753
16	-452.22665	389.16162	-25.706486	-882.0026	13.177778	-31.549635	1.6949118	-25.67008	-32.041725	10200	5.5631e-09	27374.64	-0.043621495	-107.07031	0.003374133	0.0	8.565370559692383
17	-166.2718	251.1631	-34.37124	-876.0037	22.5	-32.30782	1.2093642	-26.736744	-32.57222	10800	-7.947286e-09	5861.798	-0.024744097	-40.097656	0.0048114094	0.0	9.105401754379272
18	-207.32158	299.33932	-24.839338	-855.9423	20.857143	-32.711918	1.2296343	-27.255741	-32.990433	11400	9.536743e-09	8328.507	-0.035277672	-33.589844	0.004207542	0.0	9.77011227607727
19	-192.3875	284.67313	-23.52046	-870.46936	21.814816	-33.106674	1.1886315	-27.734653	-33.37187	12000	3.9339067e-08	10560.156	-0.038727228	-46.57715	0.005975894	0.0	10.168088436126709
