Epoch	AverageEpRet	StdEpRet	MaxEpRet	MinEpRet	EpLen	AverageVVals	StdVVals	MaxVVals	MinVVals	TotalEnvInteracts	LossPi	LossV	DeltaLossPi	DeltaLossV	Entropy	KL	Time
12	-841.0691	64.03561	-632.586	-886.4	10.923077	-34.3725	2.0999544	-27.626232	-35.02728	7800	-0.034522522	537212.8	-0.0006784797	-3777.0625	2.663493	0.0002547113	8.776038885116577
13	-810.38477	104.66558	-347.67914	-886.4	15.263158	-37.18775	1.6570597	-30.903044	-37.625523	8400	-0.0070616975	493103.03	-0.0006620027	-3473.0625	2.629688	-0.00019821644	9.258775472640991
14	-816.26886	76.24061	-616.56604	-886.4	17.470589	-39.78104	1.4871818	-33.80587	-40.152225	9000	0.010397054	517964.38	-0.00072177127	-3769.0	2.7143254	-5.3348343e-05	9.78341293334961
15	-817.9586	100.32701	-468.93182	-886.4	12.76087	-42.308228	1.6338328	-36.703957	-42.78546	9600	-0.053637035	460636.53	-0.0010697171	-3343.3125	2.5920768	-0.00018417438	10.335625648498535
16	-844.29156	70.51139	-658.9287	-892.91364	11.313725	-44.783363	1.5811747	-39.650406	-45.27098	10200	-0.0461571	505374.4	-0.00087789446	-3636.6875	2.6687548	-3.4784873e-05	10.853927612304688
17	-812.65204	90.49487	-460.318	-886.4	16.857143	-47.541615	1.2171052	-42.72419	-47.849495	10800	-0.05398276	496830.56	-0.0005698055	-3626.625	2.6381652	-3.4159224e-05	11.364233255386353
18	-818.2179	77.995636	-623.5636	-886.4	14.75	-50.12115	1.2340207	-45.5646	-50.455673	11400	-0.041438833	474049.88	-0.00033495948	-3516.875	2.6530302	5.7315032e-05	11.891025304794312
19	-820.693	91.067635	-608.02313	-886.4	13.133333	-52.670326	1.2303156	-48.40068	-53.02516	12000	-0.06282789	450781.12	-0.00063328445	-3349.875	2.7528236	-8.946021e-05	12.424697160720825
20	-814.22034	80.9073	-628.9214	-886.4	14.7	-55.2404	1.0881928	-51.22231	-55.535313	12600	-0.07424777	481365.9	-0.00072767586	-3553.5312	2.7138793	0.00018244743	13.189626693725586
21	-835.5954	80.79991	-550.92224	-886.4	10.714286	-57.74249	1.1861094	-54.04566	-58.123417	13200	-0.04886534	476864.0	-0.0005748719	-3608.9062	2.718173	0.00011177301	13.69657015800476
22	-785.9761	97.5469	-501.11563	-886.4	20.964285	-60.54608	0.79975533	-56.997337	-60.726643	13800	-0.042655997	445106.72	-0.0005630143	-3297.0625	2.6725106	-0.00019334773	14.219396829605103
23	-805.98035	108.142235	-352.94998	-886.4	16.67647	-63.033215	0.84857535	-59.623802	-63.24464	14400	-0.00048458416	427708.38	-0.00037138307	-3054.5625	2.6427953	-4.921317e-05	14.74830412864685
24	-833.8633	77.13253	-627.1412	-904.3141	13.16279	-65.41763	0.9079759	-62.19	-65.67329	15000	-0.07240538	462408.22	-0.00036294013	-3328.1562	2.6388695	9.5197756e-05	15.261838674545288
25	-813.5355	81.669014	-601.7036	-886.4	17.029411	-68.00743	0.7683538	-64.92032	-68.19878	15600	-0.04403293	447025.06	-0.0004939586	-3330.5625	2.6589096	8.58885e-05	15.764776229858398
26	-832.5949	75.3718	-626.5622	-887.46924	11.725491	-70.46891	0.88429886	-67.59822	-70.741585	16200	-0.07792336	476955.25	-0.0009550676	-3652.4375	2.7120643	0.00048217812	16.2964768409729
27	-838.9299	80.436035	-628.4418	-917.8272	13.090909	-73.1727	0.7696383	-70.46982	-73.39198	16800	-0.02469823	481112.9	-0.000606928	-3543.8438	2.596773	0.00038515805	16.825334310531616
28	-812.2491	84.69337	-615.0599	-886.4	17.60606	-75.86004	0.6351695	-73.2685	-76.01588	17400	-0.113072306	436157.38	-0.00073405355	-3275.625	2.6345422	4.1760406e-05	17.323081970214844
29	-811.4862	88.37423	-644.15344	-886.4	16.081081	-78.382164	0.644371	-75.904106	-78.54988	18000	-0.09373735	427233.25	-0.00053699315	-3287.75	2.6606336	-0.00012345155	17.844491720199585
30	-799.41376	96.401855	-516.45154	-897.22253	14.142858	-80.9043	0.65390694	-78.55083	-81.08616	18600	-0.059096362	405827.03	-0.001128424	-3116.9375	2.6153696	0.00022723615	18.612593412399292
31	-816.0099	90.96492	-619.1964	-886.4	14.842105	-83.4079	0.5934384	-81.15716	-83.5645	19200	-0.08603489	391829.03	-0.0010978281	-2898.2188	2.6475656	0.0002419881	19.143965482711792
32	-818.13007	82.61351	-619.04474	-886.4	13.906977	-85.79608	0.59829336	-83.6693	-85.96456	19800	-0.094314	433037.84	-0.0008082986	-3367.5625	2.6804116	0.00028645794	19.67219853401184
33	-802.77356	92.00542	-645.8777	-886.4	17.757576	-88.41699	0.50314367	-86.364136	-88.54042	20400	-0.041105017	396567.88	-0.00032391772	-3082.1562	2.596947	-0.00016346574	20.1994047164917
34	-811.9272	94.37149	-512.5567	-886.4	16.542856	-90.90367	0.4981854	-88.9318	-91.029655	21000	-0.007493957	400972.47	-0.00045398902	-3061.4688	2.614864	-5.9108137e-05	20.729217290878296
35	-801.02484	92.84838	-572.03766	-886.4	15.421053	-93.37846	0.49733463	-91.49222	-93.50968	21600	-0.1026372	379266.78	-0.0009465441	-2967.25	2.6479957	6.9143374e-05	21.254847764968872
36	-791.17	101.68645	-578.073	-887.2664	19.129032	-95.85678	0.43374804	-94.029366	-95.95981	22200	-0.040690817	385832.78	-0.00089937076	-3036.7812	2.600815	-3.1663178e-05	21.71823501586914
37	-824.0844	104.54847	-444.71814	-886.4	11.45098	-98.28079	0.5258122	-96.57387	-98.442894	22800	-0.061084505	367827.2	-0.00070239976	-2855.7188	2.6499732	-0.0002348111	22.221705675125122
38	-813.13184	104.82366	-513.0041	-886.4	13.363636	-100.728134	0.46047416	-99.11101	-100.85934	23400	-0.07194585	364635.72	-0.0007758364	-2866.7188	2.6224108	-0.00010590394	22.719972133636475
39	-772.4403	101.52226	-576.30725	-886.4	22.846153	-103.21125	0.34263995	-101.6328	-103.285675	24000	-0.06119669	377968.3	-0.0009061806	-3025.5	2.6183429	0.00022964914	23.24134111404419
40	-780.9962	93.50727	-613.4446	-886.4	20.0	-105.704865	0.35197693	-104.17064	-105.78571	24600	-0.058149032	379065.44	-0.00079425797	-3097.25	2.6653938	0.00010843833	24.045604944229126
41	-808.6125	96.60592	-597.7738	-886.4	13.744186	-108.20674	0.40997022	-106.749405	-108.32216	25200	-0.071566686	355696.4	-0.000488244	-2893.375	2.593303	-0.00013079702	24.5739688873291
42	-821.05786	90.08688	-602.71796	-886.4	11.94	-110.65612	0.41696358	-109.28808	-110.78327	25800	-0.095054455	369215.1	-0.0005257726	-3029.5	2.6836104	0.00015598715	25.11609387397766
43	-824.9404	75.66384	-657.1792	-886.4	14.414634	-113.19887	0.35806015	-111.89377	-113.2972	26400	-0.052173596	409997.2	-0.0006201118	-3336.4375	2.6323552	0.00013677755	25.6904137134552
44	-797.9772	113.23242	-443.732	-886.4	15.315789	-115.84946	0.3295687	-114.59951	-115.936424	27000	-0.061853986	330585.53	-0.00062964857	-2669.4375	2.620678	-7.473349e-05	26.215400457382202
45	-805.2584	104.06201	-463.47653	-886.4	15.0	-118.24271	0.31604555	-117.04406	-118.326126	27600	-0.048024297	339599.38	-0.0006906204	-2668.7188	2.641057	0.00019721985	26.736002683639526
46	-793.10144	108.61603	-562.53125	-886.4	16.5	-120.63139	0.29584038	-119.477394	-120.707306	28200	-0.059416655	317833.75	-0.00021706894	-2660.5	2.6087174	-0.00013783138	27.23776888847351
47	-775.5787	118.07905	-516.0959	-886.4	19.096775	-123.03245	0.26612672	-121.91123	-123.09564	28800	0.0046421085	316990.8	-0.0005705962	-2629.9688	2.6746104	0.00012162825	27.70697855949402
48	-813.6223	94.27324	-516.5052	-886.4	12.733334	-125.39216	0.30597252	-124.33032	-125.480385	29400	-0.094935596	334247.22	-0.00039166957	-2714.4375	2.6518924	0.0003433305	28.222630262374878
49	-816.132	100.59899	-495.93268	-886.4	12.9777775	-127.82289	0.29084533	-126.81355	-127.90675	30000	-0.04198993	330550.62	-0.00050674006	-2750.25	2.6480322	0.000104598206	28.76553225517273
50	-819.0152	84.84068	-627.2567	-886.4	13.386364	-130.27979	0.27323687	-129.32022	-130.35765	30600	-0.11046624	351345.66	-0.0005065575	-2980.6562	2.6229255	0.0002928261	29.545328855514526
51	-798.3456	101.18267	-547.3074	-886.4	17.647058	-132.85359	0.22829804	-131.92212	-132.90959	31200	-0.061958455	350751.25	-0.0006818101	-3012.0625	2.5964792	0.00023146888	30.05894923210144
52	-795.32715	111.70372	-531.2948	-886.4	17.848484	-135.43028	0.22076969	-134.52953	-135.48442	31800	-0.04408725	321045.72	-0.00039152056	-2723.75	2.6268554	5.2915217e-05	30.585623025894165
53	-784.058	103.72311	-565.1385	-886.4	18.71875	-137.89507	0.21097295	-137.02055	-137.94598	32400	-0.042042807	319483.84	-0.00045598298	-2773.5938	2.61263	3.7119786e-05	31.116902112960815
54	-768.2326	113.216286	-444.2979	-886.4	19.966667	-140.38078	0.19890353	-139.52863	-140.42723	33000	-0.020293618	306393.16	-0.0006561484	-2666.625	2.608293	2.9249788e-05	31.64544153213501
55	-786.8716	117.10984	-510.33755	-914.47375	18.375	-142.82347	0.1995177	-141.99644	-142.87163	33600	-0.098660074	310248.53	-0.00037380308	-2638.125	2.5604153	-0.00010144412	32.174660444259644
56	-771.1364	111.74482	-486.2183	-886.4	20.857143	-145.2668	0.18209186	-144.4588	-145.30786	34200	-0.13853739	297776.06	-0.00073322654	-2563.375	2.6248972	2.6269754e-05	32.70417380332947
57	-795.59454	111.49071	-469.2156	-886.4	15.638889	-147.66779	0.19914323	-146.89096	-147.71884	34800	-0.04390754	276572.22	-0.0003174506	-2327.9688	2.612083	-3.2750766e-05	33.241933822631836
58	-788.14594	104.29693	-551.77246	-886.4	16.657143	-149.98239	0.18931237	-149.23306	-150.03024	35400	-0.038346034	291741.66	-0.0005434863	-2541.125	2.6333275	0.0003532636	33.71375560760498
59	-809.48364	98.0566	-600.16766	-890.4411	13.666667	-152.38641	0.19818777	-151.67311	-152.4415	36000	-0.11977572	305195.7	-0.0008846298	-2628.9062	2.6576912	0.00029396574	34.186816692352295
60	-785.5083	119.29204	-486.94955	-886.4	16.647058	-154.86235	0.1718117	-154.17203	-154.90512	36600	-0.09147534	259135.58	-0.0005762279	-2237.8125	2.609512	-5.5054825e-06	35.03767919540405
61	-771.5463	125.40079	-457.78976	-886.4	19.733334	-157.16454	0.15644424	-156.49428	-157.20107	37200	-0.06919053	271468.38	-0.00063622	-2421.2812	2.559929	2.6886462e-05	35.5415472984314
62	-803.478	100.91813	-608.39154	-886.4	16.216217	-159.53976	0.16521138	-158.89532	-159.58215	37800	-0.071426265	303532.34	-0.0006197691	-2784.25	2.6299822	-7.642607e-05	36.07394528388977
63	-740.36584	101.867035	-599.0867	-886.4	26.40909	-162.11208	0.12690262	-161.47646	-162.13742	38400	0.0379009	270788.8	-0.0005397573	-2463.375	2.5571785	0.00026733894	36.60358643531799
64	-792.9094	115.32104	-531.153	-886.4	16.314285	-164.52686	0.15416382	-163.91667	-164.56584	39000	-0.06130465	276660.84	-0.00036256388	-2416.5625	2.638733	2.3584167e-05	37.14571928977966
65	-786.87726	122.778625	-513.7379	-886.4	15.789474	-166.9305	0.15261535	-166.34358	-166.9702	39600	-0.025783088	252908.05	-0.00017420948	-2360.3438	2.5897613	-6.926616e-05	37.681846141815186
66	-784.3003	125.05434	-464.03983	-886.4	16.285715	-169.31956	0.14276625	-168.75447	-169.35565	40200	-0.015365549	246430.45	-0.0005125655	-2186.2969	2.5877576	-1.5393893e-05	38.22028946876526
67	-790.4	136.54254	-356.53162	-886.4	14.275	-171.62582	0.1460333	-171.0866	-171.66537	40800	-0.06590455	229829.58	-0.0007898882	-2030.5625	2.6184597	-0.00010241886	38.75444030761719
68	-788.0322	135.21962	-375.54556	-886.4	14.9	-173.86476	0.13967194	-173.34906	-173.90263	41400	-0.016998088	241774.34	-0.0005951207	-2238.1094	2.6377962	-6.716013e-05	39.29514217376709
69	-781.5147	144.32547	-453.71796	-886.4	14.846154	-176.21588	0.13215224	-175.72142	-176.25122	42000	-0.058801264	221155.81	-0.0007413365	-1992.5938	2.5386012	-0.00019751588	39.75039482116699
70	-772.18695	127.26462	-392.3287	-886.4	17.088236	-178.46356	0.11902067	-177.98537	-178.49321	42600	-0.09192014	233940.75	-0.00046344846	-2181.0625	2.635585	3.4099816e-05	40.53467798233032
71	-798.9757	117.39975	-411.83594	-886.4	14.7	-180.8019	0.12379906	-180.34479	-180.83545	43200	-0.073223226	257652.05	-0.0004940331	-2449.8125	2.5325994	0.0003876386	41.06083083152771
72	-757.8429	127.82589	-402.95486	-886.4	21.25	-183.30122	0.10088299	-182.85358	-183.32397	43800	-0.025275068	252625.28	-0.00045943633	-2437.5938	2.5494149	-0.00010379493	41.598933696746826
73	-770.85425	134.93065	-398.9823	-886.4	17.212122	-185.79468	0.10598675	-185.36223	-185.82065	44400	-0.069331534	210638.03	-0.0006607622	-1987.1719	2.5842977	-0.00016243279	42.14754843711853
74	-788.1746	127.74059	-504.65326	-886.4	15.105263	-188.06853	0.10944466	-187.65343	-188.09738	45000	-0.07761	206014.98	-0.00035709143	-1985.125	2.6105263	-0.00015735805	42.68434119224548
75	-791.8657	124.121445	-475.81555	-886.4	14.947369	-190.34215	0.105142616	-189.94337	-190.36989	45600	-0.09088271	216872.5	-0.00051164627	-2069.2656	2.6276479	0.00010745704	43.19151163101196
76	-761.0983	138.80847	-342.21448	-886.4	17.60606	-192.67587	0.09464138	-192.28973	-192.69908	46200	-0.030595798	209217.81	-0.0006151274	-2036.5781	2.594201	0.000118579665	43.725003242492676
77	-793.8166	133.44151	-457.89066	-886.4	13.136364	-194.9948	0.10437013	-194.62825	-195.02452	46800	-0.14853716	202889.25	-0.00077447295	-1970.0781	2.6264489	-0.00011268834	44.24653911590576
78	-713.6503	158.38322	-365.64713	-886.4	21.222221	-197.30537	0.07972164	-196.94507	-197.32304	47400	-0.033640113	179223.28	-0.0008744709	-1713.0156	2.6262376	0.000110985435	44.784982442855835
79	-764.5624	145.17761	-279.52536	-886.4	17.84375	-199.46657	0.08407474	-199.11809	-199.48688	48000	-0.10783953	204372.27	-0.0005816445	-1964.25	2.5940936	-0.000120789606	45.32587242126465
80	-778.4706	112.05064	-560.166	-886.4	18.258064	-201.77834	0.08045345	-201.43938	-201.79744	48600	-0.04013325	220298.56	-0.00056900457	-2213.6562	2.5721827	0.0004328998	46.36538791656494
81	-774.0846	123.92926	-511.34625	-886.4	19.225807	-204.2422	0.07808209	-203.91322	-204.26073	49200	-0.03643062	230610.77	-0.0006456785	-2410.7344	2.6139908	0.00025616764	46.963115215301514
82	-770.4232	171.2453	-336.9933	-886.4	13.613636	-206.8122	0.08886766	-206.5001	-206.83751	49800	-0.07947473	165851.75	-0.0007354319	-1655.0781	2.5425582	-0.0002785971	47.58146095275879
83	-691.6103	160.60689	-257.41888	-886.4	25.52174	-208.99982	0.06313203	-208.69055	-209.01273	50400	-0.10995377	171065.23	-0.0012027696	-1740.4688	2.534466	0.0001419878	48.17339825630188
84	-776.32416	134.73056	-449.18063	-886.4	17.028572	-211.20721	0.07501712	-210.9103	-211.22618	51000	-0.13814874	206312.56	-0.0008893907	-2173.7344	2.552655	0.0002554661	48.753905296325684
85	-784.66534	146.68773	-300.7605	-886.4	13.714286	-213.6773	0.0787961	-213.3937	-213.6992	51600	-0.045251288	176086.8	-0.00084678456	-1808.3438	2.6473548	0.00022778928	49.33950185775757
86	-735.1387	150.53687	-368.16986	-886.4	22.615385	-215.97757	0.060492083	-215.69888	-215.99069	52200	-0.017025745	191621.7	-0.0006707851	-1995.2969	2.6110804	0.00032758038	49.9184992313385
87	-787.1115	123.982864	-537.9461	-886.4	15.131579	-218.36781	0.07022469	-218.10146	-218.38632	52800	-0.073147364	186293.4	-0.00057350844	-2001.7188	2.5739076	-0.00010930935	50.50255513191223
88	-777.3728	123.66272	-568.48926	-886.4	16.941177	-220.78542	0.0642144	-220.5274	-220.80139	53400	-0.075779244	181162.61	-0.00042937696	-1985.5625	2.6722646	0.00035653074	51.09172558784485
89	-765.33356	117.71553	-529.11066	-886.4	20.0	-223.20183	0.057630662	-222.9506	-223.21504	54000	-0.057481144	206074.58	-0.00075223297	-2327.7812	2.5611203	0.00045095006	51.66974592208862
90	-718.0461	149.3367	-424.77472	-886.4	22.64	-225.80917	0.052330073	-225.56328	-225.8203	54600	-0.06093612	156250.86	-0.000582926	-1665.3125	2.5570016	1.581649e-05	52.51523780822754
91	-752.626	159.35126	-355.50827	-886.4	16.514286	-228.05115	0.059747726	-227.81467	-228.06625	55200	-0.06544615	146241.95	-0.00046643615	-1545.9062	2.4977665	-0.00021367172	52.94606018066406
92	-764.74286	164.72531	-353.5037	-886.4	14.947369	-230.20792	0.059910957	-229.98071	-230.22374	55800	-0.18770401	140757.4	-0.0007613152	-1455.2812	2.5389297	-0.00014931659	53.37631702423096
93	-754.1332	149.61394	-440.91245	-886.4	17.78125	-232.31921	0.05318837	-232.09877	-232.33208	56400	-0.11942446	145819.34	-0.00065966696	-1596.9375	2.55222	0.00017763357	53.7886483669281
94	-755.431	138.9351	-402.29227	-886.4	19.551723	-234.5342	0.049220674	-234.31964	-234.54549	57000	-0.068125	167826.56	-0.00026591867	-1843.5156	2.5424907	7.549802e-05	54.27944612503052
95	-789.15375	142.5957	-372.23743	-886.4	12.479167	-236.91348	0.060142484	-236.71184	-236.93146	57600	-0.17234597	165685.06	-0.00088234246	-1872.0781	2.6040041	0.00016302844	54.791703939437866
96	-796.0094	118.78873	-501.39816	-886.4	14.219512	-239.33766	0.05314444	-239.14392	-239.35222	58200	-0.09285866	180708.92	-0.00035450608	-2096.875	2.5927298	0.00013415993	55.33000135421753
97	-783.31696	152.06474	-255.47188	-886.4	12.4375	-241.8955	0.054472227	-241.71283	-241.91174	58800	-0.075994186	145101.78	-0.00053727627	-1660.2031	2.5682817	5.1175553e-05	55.87068295478821
98	-770.17786	151.97191	-358.03473	-886.4	14.525	-244.20833	0.047619537	-244.0325	-244.22124	59400	-0.12072235	141405.52	-0.0005602464	-1588.4844	2.541395	-0.00025674203	56.40773820877075
99	-762.63574	152.33376	-396.40445	-886.4	15.916667	-246.46646	0.043523725	-246.29669	-246.47763	60000	-0.11842542	135245.47	-0.0005805418	-1538.0	2.4823742	-1.71566e-05	56.94840693473816
100	-735.1705	159.24866	-375.6739	-886.4	18.709677	-248.7014	0.039235793	-248.53609	-248.71071	60600	-0.101115316	128995.09	-0.00040692836	-1494.9766	2.5732641	7.656236e-05	57.77491760253906
101	-721.21484	163.25507	-323.57336	-886.4	21.142857	-250.91685	0.036400005	-250.75533	-250.92505	61200	-0.07826441	141088.39	-0.0007418543	-1649.1406	2.5962615	0.00050066033	58.33245325088501
102	-642.5503	183.54413	-289.4306	-886.4	25.73913	-253.24765	0.03250144	-253.08841	-253.25427	61800	-0.053739306	110851.16	-0.00075057894	-1236.9375	2.5263956	-0.0002612539	58.87074041366577
103	-770.5755	176.87343	-291.51065	-886.4	13.255814	-255.29755	0.04260058	-255.14613	-255.30956	62400	-0.08974764	116596.734	-0.00025105476	-1242.8672	2.5004587	-0.00012415508	59.395416498184204
104	-709.1753	212.7858	-259.29108	-886.4	17.454546	-257.3566	0.036167093	-257.20905	-257.36548	63000	-0.14265084	103673.64	-0.0012462586	-1033.9844	2.5499332	0.0001483489	59.88159990310669
105	-757.8454	163.48766	-230.7157	-886.4	17.057142	-259.26093	0.035990443	-259.1184	-259.26996	63600	-0.07722791	148761.97	-0.000654079	-1761.5469	2.5159566	0.00012077182	60.39565396308899
106	-732.5414	183.71156	-385.04773	-886.4	16.647058	-261.71182	0.034360047	-261.57376	-261.72037	64200	-0.10296965	92308.3	-0.0005212948	-1096.7031	2.4647794	-0.00021158198	60.93785309791565
107	-762.6617	163.6889	-399.27686	-886.4	15.378378	-263.7169	0.034532458	-263.58408	-263.72586	64800	-0.11179956	120636.38	-0.0008177534	-1413.8516	2.5138085	-4.720549e-05	61.4674437046051
108	-744.4948	184.83481	-282.41476	-886.4	16.555555	-265.95496	0.032887165	-265.82666	-265.96338	65400	-0.08639621	120130.945	-0.0005277172	-1418.0156	2.5194511	0.0001639986	61.9861524105072
109	-696.7694	167.27318	-368.18967	-886.4	22.884615	-268.22852	0.027348619	-268.10254	-268.23447	66000	-0.037032146	109170.2	-0.0006349087	-1434.7266	2.5168428	9.162476e-05	62.526777029037476
110	-717.8362	182.68341	-288.75305	-886.4	18.766666	-270.52234	0.028580643	-270.39987	-270.529	66600	-0.048677024	103490.55	-0.0008552857	-1214.7734	2.5388443	-8.958678e-05	63.39264464378357
111	-753.7755	187.68626	-324.47845	-886.4	13.595238	-272.65598	0.032445684	-272.5392	-272.665	67200	-0.11305566	86513.08	-0.00033142418	-1009.5078	2.513455	-0.00034696807	63.914772748947144
112	-722.8614	197.35014	-253.51694	-886.4	16.67647	-274.62186	0.028237833	-274.50836	-274.62885	67800	-0.06771328	85374.94	-0.00045815855	-983.75	2.4995744	0.00016447494	64.4537742137909
113	-745.02185	169.86076	-326.09256	-886.4	16.222221	-276.56863	0.028034488	-276.4593	-276.57584	68400	-0.17060387	105709.15	-0.0006599575	-1351.0547	2.5477011	0.00011305272	64.99509859085083
114	-728.34015	197.5271	-332.2827	-886.4	15.666667	-278.84503	0.027065746	-278.73944	-278.85196	69000	0.0018919114	84996.266	-0.00039036945	-985.83594	2.484311	-0.00012346575	65.53705620765686
115	-738.228	172.32372	-377.45645	-886.4	17.84375	-280.8422	0.024774764	-280.7395	-280.84818	69600	-0.1313463	109609.33	-0.00060254335	-1379.8047	2.5348792	0.00034031033	66.02935314178467
116	-689.6434	204.38412	-299.7774	-886.4	19.733334	-283.17142	0.023338813	-283.0714	-283.17685	70200	-0.077162184	77224.34	-0.00052687526	-984.9219	2.5169845	1.4935136e-05	66.5441038608551
117	-679.85626	215.54387	-305.5502	-886.4	18.6875	-285.19397	0.023431925	-285.0968	-285.1996	70800	-0.13638838	60192.367	-0.00055505335	-747.78906	2.3867612	-0.00031532862	67.08376145362854
118	-746.7693	176.52196	-355.73837	-886.4	15.666667	-286.96756	0.024033615	-286.8738	-286.97372	71400	-0.111849174	88212.4	-0.00053972006	-1145.2891	2.5363252	0.00023951054	67.61116361618042
119	-658.34265	222.25432	-273.31598	-886.4	20.034483	-289.13995	0.021037214	-289.04828	-289.1448	72000	-0.112687476	62417.64	-0.00078092515	-728.9219	2.4524016	-0.00021520346	68.14307832717896
120	-763.3955	177.78587	-337.35846	-886.4	13.590909	-290.93365	0.024796735	-290.8466	-290.94073	72600	-0.11147484	95717.74	-0.00025844574	-1283.3906	2.520833	3.0000607e-05	69.01745367050171
121	-773.90314	157.70107	-354.6603	-886.4	14.097561	-293.261	0.02294615	-293.17734	-293.26727	73200	-0.115699045	103597.38	-0.00036004186	-1502.8516	2.5015488	0.00029400658	69.531090259552
122	-689.3069	200.38998	-278.8677	-886.4	19.833334	-295.81537	0.019062625	-295.7337	-295.81982	73800	-0.07821903	77227.55	-0.0012710914	-1053.0781	2.5408669	-0.0001587681	70.04522609710693
123	-728.1073	184.0521	-313.77136	-886.4	17.529411	-297.9939	0.019640319	-297.915	-297.9988	74400	-0.08861801	83866.836	-0.00051062554	-1213.5312	2.4664083	0.00014440228	70.59508776664734
124	-730.16693	189.60158	-232.42554	-886.4	16.82353	-300.30823	0.019046701	-300.2317	-300.31296	75000	-0.101428874	82627.43	-0.00063575804	-1099.6953	2.501125	-0.00047880263	71.13580846786499
125	-692.74054	213.93173	-286.0381	-886.4	17.878788	-302.5407	0.01819654	-302.46646	-302.54517	75600	-0.14681335	62526.49	-0.00053972006	-790.02344	2.499463	9.631991e-05	71.70690679550171
126	-595.6233	201.54634	-280.03638	-886.4	26.363636	-304.46304	0.014648217	-304.38968	-304.46597	76200	-0.08951734	48442.176	-0.00065944344	-642.02734	2.2781885	-0.0004923016	72.2045030593872
127	-694.4308	216.79251	-275.94604	-886.4	17.147058	-306.20407	0.017645083	-306.13318	-306.20847	76800	-0.059987143	56181.934	-0.0005496368	-687.91406	2.4807153	-0.00012488604	72.71914386749268
128	-678.88446	181.16772	-356.0365	-886.4	23.0	-308.01416	0.015145396	-307.9444	-308.01746	77400	-0.087373346	72718.4	-0.00043992698	-1153.3438	2.4658709	0.00010424227	73.22866535186768
129	-714.40643	206.9582	-250.9052	-886.4	16.2	-310.34555	0.016994976	-310.27826	-310.34982	78000	-0.17457443	60119.766	-0.0008777678	-785.53906	2.4236333	-0.00017468889	73.76228737831116
130	-664.8812	194.25948	-373.8961	-886.4	22.074074	-312.33655	0.014624268	-312.27042	-312.33975	78600	-0.04465938	54610.055	-0.00040735677	-871.29297	2.4350781	3.7777027e-05	74.72984623908997
131	-716.8534	195.7431	-372.27582	-886.4	17.818182	-314.4134	0.015663564	-314.3495	-314.41724	79200	-0.07066079	71502.21	-0.0007145107	-1037.4609	2.4054875	-0.0001431621	75.29722762107849
