Epoch	AverageEpRet	StdEpRet	MaxEpRet	MinEpRet	EpLen	AverageVVals	StdVVals	MaxVVals	MinVVals	TotalEnvInteracts	LossPi	LossV	DeltaLossPi	DeltaLossV	KL	BacktrackIters	Time
0	-839.5844	67.14593	-645.2896	-886.4	11.384615	0.5572854	0.27343825	1.60155	-0.11601037	600	6.437302e-08	584364.56	-0.0177253	-7754.0	0.0033855208	3.0	0.7043602466583252
1	-848.0377	53.875893	-682.4209	-912.61255	15.486486	-4.6467557	1.1110172	-0.649243	-5.7697797	1200	-2.6226044e-08	621561.4	-0.01887004	-5396.3125	0.003820858	0.0	1.058537244796753
2	-818.9887	68.87296	-651.6702	-886.4	16.216217	-8.223142	1.740369	-1.4965966	-8.828543	1800	3.1709672e-07	579462.5	-0.031596318	-4401.25	0.0058813337	1.0	1.413506269454956
3	-802.243	81.579605	-622.0836	-886.4	16.970589	-11.160762	2.0764177	-2.8286161	-11.698837	2400	-1.7245611e-07	512396.8	-0.035705518	-3550.9375	0.008355196	0.0	1.7612090110778809
4	-779.59235	103.37887	-578.3761	-886.4	18.548388	-13.744507	2.1932893	-4.5270753	-14.290039	3000	-4.7683717e-08	447389.44	-0.031534407	-3185.0	0.008117989	0.0	2.1063480377197266
5	-795.2159	91.86398	-618.27356	-886.4	19.225807	-16.20095	2.304743	-6.492185	-16.754417	3600	-1.0371208e-07	506999.03	-0.025769418	-3735.7812	0.007948841	0.0	2.4486865997314453
6	-772.6331	118.59875	-507.9254	-886.4	19.096775	-18.853659	2.3613572	-8.905718	-19.417204	4200	-1.5179316e-07	425822.25	-0.026319155	-3216.125	0.008358159	0.0	2.803256034851074
7	-801.25867	100.50514	-597.06757	-886.4	16.081081	-21.248278	2.5356758	-11.49758	-21.91226	4800	5.364418e-08	461866.03	-0.033857513	-3526.3125	0.0067467317	0.0	3.16231632232666
8	-774.1095	125.95695	-404.91425	-886.4	18.0	-23.918684	2.294234	-14.576848	-24.498697	5400	-2.22524e-08	415407.53	-0.028781388	-3214.8438	0.007687905	0.0	3.506075620651245
9	-738.50275	133.29317	-505.89044	-886.4	20.0	-26.52025	2.0653844	-17.518257	-26.997202	6000	-9.139379e-09	371631.78	-0.028197851	-2939.25	0.006689311	0.0	3.8574745655059814
10	-718.1403	161.83716	-364.3476	-886.4	21.851852	-28.984991	1.9221214	-20.29755	-29.411806	6600	9.934107e-08	341201.9	-0.031171802	-2653.625	0.008374205	0.0	4.309611558914185
11	-702.5054	145.47733	-384.65936	-886.4	24.958334	-31.361479	1.757202	-22.934875	-31.73089	7200	-1.7484028e-08	353397.75	-0.030416341	-2830.2812	0.007761672	0.0	4.651047945022583
12	-706.88806	198.46942	-286.88113	-886.4	17.8125	-33.66352	1.9511081	-25.57836	-34.13826	7800	7.7486035e-08	256042.77	-0.032170363	-1994.5	0.006621283	0.0	5.022252321243286
13	-604.37305	214.68282	-225.29138	-886.4	25.086956	-35.85731	1.5674266	-28.206015	-36.18523	8400	1.9073486e-08	220649.05	-0.03293411	-1713.9844	0.009080407	0.0	5.378373861312866
14	-645.19037	208.77057	-320.05798	-886.4	22.26923	-37.76409	1.5983422	-30.40119	-38.11265	9000	1.3192495e-07	224975.73	-0.025611207	-1822.9531	0.008239923	0.0	5.735774993896484
15	-625.0706	164.3166	-391.51685	-886.4	28.047619	-39.842712	1.3845878	-32.74595	-40.114193	9600	-4.688899e-08	262142.53	-0.026586352	-2246.0781	0.0062994543	1.0	6.070602893829346
16	-618.7421	217.86069	-113.15013	-886.4	23.28	-42.04166	1.464621	-35.18243	-42.35986	10200	1.9868216e-08	206451.52	-0.02647605	-1764.4062	0.008721657	0.0	6.417428970336914
17	-634.19775	260.60956	-238.79659	-886.4	17.352942	-43.98905	1.6078377	-37.5292	-44.39067	10800	6.9936114e-08	148073.64	-0.030964104	-1269.8125	0.0068175285	0.0	6.738735198974609
18	-534.42944	264.7027	-193.55208	-886.4	23.12	-45.84634	1.2837278	-39.81466	-46.120247	11400	-7.152558e-08	132864.64	-0.029455384	-1080.4219	0.007931039	0.0	7.096492528915405
19	-497.6998	290.87753	-117.35302	-886.4	21.74074	-47.467762	1.27004	-41.727543	-47.749657	12000	-1.17619834e-07	98397.27	-0.036438767	-784.4922	0.008220108	0.0	7.441401481628418
20	-484.58395	298.76392	-77.29657	-886.4	21.592592	-48.899662	1.2128756	-43.417786	-49.168766	12600	9.4572705e-08	79579.18	-0.023026934	-650.1094	0.007732976	0.0	7.874451398849487
21	-293.1301	247.49333	-45.21526	-886.4	25.90909	-50.261044	1.0594208	-44.98955	-50.477257	13200	-1.66893e-08	32037.78	-0.021363167	-263.85938	0.007257627	0.0	8.225186586380005
22	-367.8101	303.36258	-46.61165	-886.4	23.24	-51.112164	1.1076002	-45.98329	-51.35674	13800	5.7220458e-08	48538.156	-0.027886175	-327.95703	0.008852459	1.0	8.584876537322998
23	-274.88745	245.79616	-32.51346	-886.4	26.0	-52.096428	1.0303206	-47.104942	-52.31526	14400	-3.1789146e-08	26400.096	-0.024435759	-235.36914	0.008227167	0.0	8.922220468521118
24	-352.88242	324.81998	-27.219952	-886.4	21.777779	-52.894855	1.1145838	-48.056145	-53.163322	15000	-1.5099843e-08	29703.94	-0.026122386	-201.54297	0.0070042387	0.0	9.252397298812866
25	-338.88153	352.39612	-24.835476	-886.4	20.785715	-53.66065	1.1130692	-49.031567	-53.950756	15600	6.357829e-09	20002.46	-0.028059727	-90.177734	0.00811725	0.0	9.583536148071289
26	-276.86777	313.51813	-25.390612	-886.4	23.12	-54.22778	1.0294206	-49.783524	-54.491123	16200	-9.536743e-09	18089.354	-0.033248734	-86.50195	0.006645981	0.0	9.896535634994507
27	-221.66586	294.10028	-25.675703	-886.4	23.6	-54.694798	1.1101764	-50.456825	-55.024998	16800	-1.5894573e-08	9242.279	-0.03182424	-35.7666	0.004926699	0.0	10.210405111312866
28	-242.29271	315.92053	-27.826239	-886.4	22.538462	-55.121803	1.0128155	-50.9232	-55.384113	17400	-9.536743e-09	8214.1	-0.03586498	-26.643066	0.0028548301	0.0	10.52470588684082
29	-154.50104	230.22784	-22.941647	-886.4	25.391304	-55.409454	1.0079268	-51.352856	-55.688183	18000	1.5894572e-09	5490.1743	-0.02917398	-17.967285	0.0056642	0.0	10.846390008926392
30	-174.66847	265.2089	-30.905539	-886.4	23.96	-55.566822	1.1587067	-49.83721	-55.951656	18600	-8.742014e-09	5407.6016	-0.033834167	-23.484863	0.003149528	0.0	11.324005603790283
31	-139.81233	227.57451	-21.394098	-886.4	25.0	-55.999714	0.8224421	-51.970608	-56.167904	19200	-1.2715658e-08	3859.4363	-0.034507368	-7.010742	0.0028868285	0.0	11.676114559173584
32	-98.94074	174.87318	-19.647453	-886.4	26.318182	-56.179035	0.7948962	-52.19771	-56.338192	19800	-9.536743e-09	2302.836	-0.023792837	-1.2229004	0.004366156	0.0	12.017616271972656
33	-146.93867	225.98746	-31.695414	-886.4	24.875	-56.242664	0.8210314	-52.3052	-56.41437	20400	-2.5431316e-08	4432.7725	-0.032859556	-12.54248	0.004546125	0.0	12.36462116241455
34	-125.44053	230.28397	-20.839418	-886.4	24.5	-56.47222	0.8102949	-52.586235	-56.64161	21000	2.5431316e-08	2729.6697	-0.03213993	-0.5600586	0.002898191	0.0	12.699257135391235
35	-97.52496	169.73648	-22.568928	-886.4	25.695652	-56.52853	0.7834671	-52.69039	-56.688885	21600	2.7020773e-08	1716.9033	-0.03044828	-0.87524414	0.0049970197	0.0	13.047669887542725
36	-49.516846	25.971075	-22.673399	-104.26484	26.5	-56.595898	0.761179	-52.783413	-56.748154	22200	1.1324882e-08	702.22595	-0.027896194	-0.7949219	0.008252857	0.0	13.39277982711792
37	-55.99131	20.805439	-23.179033	-113.57936	27.0	-56.538048	0.76000077	-52.73153	-56.690414	22800	1.11262e-08	440.8184	-0.013176813	-0.0063171387	0.007152391	0.0	13.746672630310059
38	-60.72294	21.814005	-27.093773	-111.20897	26.681818	-56.527676	0.7595089	-52.723534	-56.679466	23400	-3.6358834e-08	483.73355	-0.027061898	-0.31033325	0.0075302124	0.0	14.059620141983032
39	-52.42694	28.66936	-21.55407	-129.74391	26.954546	-56.567215	0.75878274	-52.766735	-56.718998	24000	-2.22524e-08	815.6114	-0.022812825	-0.3446045	0.008772332	0.0	14.40433955192566
40	-62.360767	29.696196	-19.113232	-118.31536	27.136364	-56.526913	0.7581349	-52.72967	-56.6785	24600	-7.947286e-10	927.61554	-0.024950793	-0.7476196	0.008137525	0.0	14.876551151275635
41	-60.75227	26.90422	-20.998053	-144.74376	26.954546	-56.58849	0.7574116	-52.79488	-56.740017	25200	1.013279e-08	714.8701	-0.025106438	-0.46325684	0.008367394	0.0	15.194013595581055
42	-131.73859	230.0029	-18.900578	-886.4	25.0	-56.63812	0.7722229	-52.85508	-56.796238	25800	-1.5894572e-09	3637.3691	-0.034405235	-2.8840332	0.0047854753	0.0	15.534656524658203
43	-61.023136	31.707575	-19.28626	-145.73973	26.90909	-56.77164	0.7439161	-53.04562	-56.920383	26400	-8.34465e-09	1049.1394	-0.022963764	-0.70373535	0.008059634	0.0	15.89879059791565
44	-152.61455	271.6711	-18.713926	-886.4	23.6	-56.82687	0.7864975	-53.131474	-56.994675	27000	1.7484028e-08	3916.8267	-0.042601243	-0.8413086	0.001690909	0.0	16.247556447982788
45	-65.22344	27.636143	-25.369947	-132.58244	26.272728	-56.851288	0.7222063	-53.23401	-56.995667	27600	-1.6192596e-08	780.9939	-0.023710491	-1.6497192	0.0089265	0.0	16.592840433120728
46	-50.54415	15.689071	-28.10653	-91.20286	26.636364	-56.95741	0.71901166	-53.3561	-57.101063	28200	1.6093255e-08	281.27322	-0.021252686	-0.9159241	0.0085746655	0.0	16.917210578918457
47	-61.74032	24.28347	-28.396294	-108.165955	27.136364	-56.88271	0.7182321	-53.285385	-57.02659	28800	2.125899e-08	614.45245	-0.012578119	-0.6118164	0.0072252955	0.0	17.254470109939575
48	-87.92122	171.69719	-23.036919	-886.4	26.043478	-56.938763	0.732291	-53.3513	-57.088467	29400	-1.11262e-08	1716.4286	-0.026975207	-0.43103027	0.006157675	0.0	17.582021474838257
49	-116.73401	232.65428	-19.784916	-886.4	24.541666	-56.887833	0.73870605	-53.34516	-57.042145	30000	7.152557e-09	2711.8389	-0.037007764	-2.1391602	0.0029504271	0.0	17.900246620178223
50	-53.253757	16.437181	-21.38965	-87.89982	26.772728	-56.780373	0.6940509	-53.304092	-56.91908	30600	2.5431316e-08	276.23074	-0.011409656	-0.48657227	0.0090812985	0.0	18.373224020004272
51	-50.819107	25.991348	-26.051773	-129.95921	26.636364	-56.708862	0.6914477	-53.245655	-56.84718	31200	1.4305114e-08	711.9101	-0.023279557	-1.123169	0.008764631	0.0	18.723960876464844
52	-40.643394	16.56159	-21.33839	-79.47327	26.818182	-56.605957	0.690644	-53.146763	-56.74416	31800	5.4637592e-08	522.13654	-0.019254	-9.188843	0.008115202	0.0	19.049861669540405
53	-80.75983	172.33551	-22.497175	-886.4	25.47826	-56.304348	0.7039684	-52.85564	-56.44827	32400	1.9073486e-08	1503.359	-0.029228134	-4.9732666	0.0032927888	0.0	19.38009524345398
54	-48.938416	19.107574	-23.961523	-93.22274	27.09091	-56.077137	0.68090016	-52.66674	-56.213287	33000	-4.371007e-09	412.64587	-0.02760244	-2.15271	0.008805474	0.0	19.72843074798584
55	-41.94305	12.307703	-24.934223	-60.43981	26.545454	-55.918293	0.678979	-52.51751	-56.053963	33600	4.9670536e-08	339.8196	-0.017068453	-8.006958	0.009804793	0.0	20.09075403213501
56	-44.45664	16.864346	-21.607735	-101.12189	26.636364	-55.622356	0.677882	-52.227085	-55.757984	34200	4.2915346e-08	406.7352	-0.017751222	-5.657135	0.00683894	1.0	20.450405836105347
